time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
41:41.8,1.42171E+12,87.4,144.3,133.3,47.6,90.2,531.9,89,8682.5,0.428,0.525,0.164
41:41.9,1.42171E+12,82.2,107.1,110.8,77.6,128.3,555.2,60.1,8369.1,0.364,0.521,-0.037
41:41.9,1.42171E+12,83.9,110.7,124.5,85.8,51.4,528.6,124.5,106.7,0.516,0.711,0.12
41:41.9,1.42171E+12,80.4,110.7,122.8,129.7,115.4,531.9,72.8,115.5,0.648,0.584,0.066
41:41.9,1.42171E+12,68.3,107.1,121.1,77.6,78,538.5,90.7,124.4,0.481,0.843,0.252
41:42.0,1.42171E+12,64.9,108.9,147.5,84.1,47.1,551.9,92.3,122.6,0.354,0.359,-0.174
41:42.0,1.42171E+12,73.5,101.7,99,56.9,78,492.9,95.7,124.4,0.521,0.525,0.081
41:42.0,1.42171E+12,64.9,103.5,112.5,97.3,79.5,0,100.7,180.6,0.447,0.706,-0.002
41:42.0,1.42171E+12,73.5,98.1,117.6,76,81.1,0,114.2,167.1,0.765,0.936,0.071
41:42.1,1.42171E+12,70,107.1,117.6,76,78,0,119.3,196.3,0.824,0.677,0.13
41:42.1,1.42171E+12,51.4,87.4,117.6,112.5,82.6,0,102.3,192.3,0.784,0.613,-0.086
41:42.1,1.42171E+12,64.9,94.5,112.5,47.6,81.1,32.6,152.9,206.3,0.643,0.525,-0.032
41:42.1,1.42171E+12,63.2,91,124.5,77.6,84.1,0,126.3,254.2,0.579,0.53,0.1
41:42.2,1.42171E+12,38.2,89.2,107.4,74.4,81.1,0,126.3,254.2,0.349,0.916,0.154
41:42.2,1.42171E+12,39.8,85.7,115.9,53.8,82.6,0,122.8,262.9,0.56,0.701,-0.393
41:42.2,1.42171E+12,58.1,85.7,76,61.6,81.1,0,119.3,421.8,0.115,0.521,-0.496
41:42.2,1.42171E+12,63.2,83.9,110.8,71.2,79.5,603.2,109.1,289.4,0.398,0.525,-0.169
41:42.3,1.42171E+12,54.7,83.9,85.8,84.1,76.5,596.2,104,269.4,0.442,0.921,0.423
41:42.3,1.42171E+12,54.7,83.9,89,66.4,75,555.2,104,795.7,1.078,0.96,0.618
41:42.3,1.42171E+12,58.1,25.2,100.7,66.4,67.5,531.9,79.2,622.4,0.535,0.521,0.33
41:42.4,1.42171E+12,56.4,76.9,99,64.8,44.2,499.4,94,206.3,0.535,0.521,0.389
41:42.4,1.42171E+12,54.7,58.1,63.2,63.2,72,492.9,90.7,155.7,0.809,0.902,0.828
41:42.4,1.42171E+12,70,98.1,95.7,90.7,70.5,496.1,87.4,176.7,0.477,0.731,0.828
41:42.4,1.42171E+12,48.1,73.5,95.7,39.9,70.5,492.9,85.8,249.9,0.692,0.706,0.007
41:42.5,1.42171E+12,54.7,75.2,66.4,60.1,78,489.7,72.8,254.2,0.364,0.521,-0.164
41:42.5,1.42171E+12,63.2,75.2,92.3,61.6,67.5,424.5,77.6,216.5,0.579,0.628,0.086
41:42.5,1.42171E+12,83.9,64.9,131.5,60.1,67.5,483.4,84.1,198.3,0.618,0.863,0.565
41:42.5,1.42171E+12,51.4,105.3,97.3,60.1,90.2,483.4,82.5,212.4,0.433,0.32,-0.535
41:42.6,1.42171E+12,76.9,75.2,85.8,60.1,69,449,82.5,204.3,1.229,1.043,-0.628
41:42.6,1.42171E+12,58.1,75.2,90.7,60.1,44.2,477.1,97.3,228.8,0.995,0.711,-0.609
41:42.6,1.42171E+12,53.1,61.5,60.1,60.1,66.1,467.6,82.5,233,1.283,0.799,0.066
41:42.7,1.42171E+12,76.9,101.7,85.8,97.3,66.1,477.1,80.9,237.2,0.589,0.652,0.379
41:42.7,1.42171E+12,51.4,51.4,85.8,84.1,90.2,473.9,110.8,188.4,0.877,0.521,-0.169
41:42.7,1.42171E+12,51.4,70,89,52.2,64.6,489.7,110.8,151.9,0.951,0.521,-0.193
41:42.7,1.42171E+12,51.4,68.3,87.4,124.5,66.1,473.9,68,176.7,1.141,0.643,-0.037
41:42.7,1.42171E+12,89.2,82.2,53.8,69.6,66.1,470.8,97.3,182.5,0.623,0.687,0.486
41:42.8,1.42171E+12,38.2,56.4,90.7,97.3,84.1,442.8,97.3,165.1,2.089,0.521,-0.965
