time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
12:20.2,1.42E+12,25.2,35.6,60.8,50.8,42.8,60.8,57.8,44.5,0.335,0.477,-0.002
12:20.2,1.42E+12,31.6,38.9,30.5,50.8,42.8,30.5,57.8,32.3,0.354,0.477,0.007
12:20.2,1.42E+12,30,38.9,49.4,50.8,10.7,39.9,56.3,72.8,0.389,0.481,0.169
12:20.3,1.42E+12,25.2,76.7,49.4,50.8,44.2,47.8,45.8,13,0.726,0.863,0.105
12:20.3,1.42E+12,76.9,50.7,30.5,55.3,42.8,47.8,56.3,44.5,0.34,0.662,0.276
12:20.3,1.42E+12,31.6,38.9,51,31.4,42.8,47.8,54.8,44.5,0.731,0.985,0.33
12:20.3,1.42E+12,20.4,42.3,24.2,47.8,42.8,49.4,56.3,44.5,0.53,0.936,0.34
12:20.4,1.42E+12,30,40.6,57.5,55.3,32.8,32,54.8,84.1,0.486,0.481,0.198
12:20.4,1.42E+12,31.6,64.5,49.4,50.8,42.8,47.8,54.8,23.3,0.711,0.868,0.271
12:20.4,1.42E+12,30,24.1,51,50.8,44.2,46.2,56.3,44.5,0.359,0.633,0.315
12:20.4,1.42E+12,0,37.3,51,40.3,45.6,36.7,57.8,44.5,0.34,0.437,-0.139
12:20.5,1.42E+12,31.6,40.6,24.2,43.3,42.8,82.4,85.7,44.5,0.423,0.486,-0.027
12:20.5,1.42E+12,0,40.6,51,52.3,23.1,36.7,56.3,89,0.447,0.652,0.081
12:20.5,1.42E+12,30,38.9,49.4,50.8,49.9,72.3,54.8,29.3,0.574,0.814,-0.017
12:20.6,1.42E+12,31.6,19.2,51,52.3,42.8,47.8,118.2,71.2,0.266,0.657,0.208
12:20.6,1.42E+12,0,33.9,54.3,50.8,32.8,84,54.8,44.5,0.359,0.34,-0.134
12:20.6,1.42E+12,30,38.9,36.7,25.6,41.3,36.7,57.8,46,0.34,0.472,0.002
12:20.6,1.42E+12,30,40.6,51,52.3,41.3,30.5,53.3,76,0.369,0.545,0.042
12:20.6,1.42E+12,0,47.3,49.4,50.8,42.8,47.8,54.8,38.4,0.662,0.804,0.13
12:20.7,1.42E+12,36.5,57.6,36.7,78.6,42.8,47.8,68.5,46,0.198,0.257,0.208
12:20.7,1.42E+12,0,29,51,38.8,44.2,74,56.3,44.5,0.354,0.472,0.017
12:20.7,1.42E+12,30,40.6,49.4,31.4,41.3,74,81,35.4,0.53,0.477,0.002
12:20.8,1.42E+12,28.4,38.9,75.6,84.9,42.8,36.7,53.3,46,0.384,0.648,0.056
12:20.8,1.42E+12,33.3,29,52.7,50.8,42.8,46.2,79.4,0,0.672,0.819,0.198
12:20.8,1.42E+12,30,66.2,49.4,50.8,35.7,41.5,93.7,46,0.266,0.535,0.169
12:20.9,1.42E+12,25.2,20.8,49.4,88.1,66.1,47.8,56.3,46,0.271,0.477,-0.042
12:20.9,1.42E+12,30,38.9,49.4,28.5,39.9,74,53.3,46,0.276,0.628,-0.032
12:20.9,1.42E+12,33.3,38.9,49.4,77,41.3,36.7,51.8,46,0.433,0.652,0.105
12:20.9,1.42E+12,31.6,57.6,51,50.8,41.3,47.8,56.3,17.4,0.569,0.819,-0.017
12:21.0,1.42E+12,30,20.8,49.4,63,42.8,47.8,54.8,44.5,0.369,0.477,0.193
12:21.0,1.42E+12,31.6,19.2,47.8,64.5,45.6,41.5,57.8,44.5,0.374,0.389,-0.125
12:21.0,1.42E+12,30,38.9,51,40.3,39.9,101.2,68.5,23.3,0.359,0.472,0.002
12:21.0,1.42E+12,33.3,38.9,51,55.3,42.8,32,54.8,46,0.345,0.491,-0.032
12:21.1,1.42E+12,39.8,12.7,57.5,50.8,42.8,47.8,56.3,11.6,0.599,0.809,0.266
12:21.1,1.42E+12,30,92.8,49.4,50.8,21.7,15,56.3,44.5,0.628,0.633,0.134
12:21.1,1.42E+12,31.6,25.7,47.8,63,38.5,49.4,34.1,63.2,0.271,0.477,-0.046
12:21.1,1.42E+12,30,38.9,51,43.3,38.5,49.4,37,41.4,0.54,0.799,0.433
12:21.2,1.42E+12,30,38.9,60.8,53.8,45.6,24.2,51.8,46,0.496,0.481,0.193
12:21.2,1.42E+12,33.3,40.6,67.3,24.2,47.1,47.8,54.8,11.6,0.604,0.872,0.081
12:21.2,1.42E+12,28.4,64.5,47.8,50.8,21.7,24.2,54.8,23.3,0.281,0.472,0.09
12:21.3,1.42E+12,31.6,25.7,49.4,101.1,51.4,46.2,68.5,35.4,0.481,0.477,-0.022
12:21.3,1.42E+12,30,38.9,49.4,31.4,41.3,74,81,23.3,0.428,0.472,-0.002
12:21.4,1.42E+12,31.6,38.9,49.4,56.9,42.8,24.2,47.3,44.5,0.428,0.481,0.154
12:21.4,1.42E+12,33.3,30.6,51,50.8,44.2,47.8,54.8,35.4,0.55,0.858,0.261
12:21.4,1.42E+12,28.4,80.3,57.5,40.3,44.2,47.8,57.8,46,0.345,0.472,0.154
12:21.4,1.42E+12,31.6,0,49.4,88.1,70.5,24.2,65.5,44.5,0.369,0.472,-0.105
12:21.4,1.42E+12,30,48.3,51,19.8,39.9,60.8,68.5,35.4,0.516,0.477,0.002
12:21.4,1.42E+12,31.6,48.3,49.4,53.8,41.3,30.5,37,44.5,0.403,0.491,0.11
12:21.5,1.42E+12,36.5,35.1,52.7,50.8,44.2,60.8,54.8,46,0.55,0.863,0.379
12:21.5,1.42E+12,38.2,95,64,25.6,47.1,47.8,56.3,71.2,0.178,0.276,-0.154
12:21.6,1.42E+12,30,31.8,49.4,50.8,24.5,49.4,45.8,46,0.315,0.477,-0.012
12:21.6,1.42E+12,30,48.3,49.4,16.9,34.2,47.8,82.6,50.7,0.389,0.53,0.012
12:21.6,1.42E+12,31.6,48.3,51,50.8,42.8,36.7,25.4,41.4,0.457,0.506,0.032
12:21.7,1.42E+12,22,45,49.4,40.3,42.8,47.8,39.9,44.5,0.437,0.868,0.154
12:21.7,1.42E+12,28.4,48.3,30.5,52.3,42.8,47.8,54.8,44.5,0.745,0.902,0.066
12:21.7,1.42E+12,33.3,15.7,46.2,52.3,44.2,47.8,56.3,41.4,0.701,0.941,0.037
12:21.7,1.42E+12,30,60.1,52.7,52.3,25.8,47.8,93.7,58.5,0.349,0.638,0.007
12:21.7,1.42E+12,76.9,35.1,80.7,50.8,41.3,43,28.3,46,0.501,0.838,0.227
12:21.7,1.42E+12,14.1,48.3,47.8,52.3,41.3,47.8,56.3,43,0.516,0.858,0.335
12:21.8,1.42E+12,28.4,46.6,49.4,53.8,27.2,49.4,54.8,46,0.364,0.472,0.012
12:21.8,1.42E+12,30,12.5,41.5,52.3,79.5,54.3,25.4,50.7,0.305,0.477,-0.012
12:21.8,1.42E+12,31.6,48.3,49.4,40.3,12.1,46.2,57.8,46,0.496,0.481,0.007
12:21.9,1.42E+12,33.3,48.3,51,52.3,41.3,47.8,45.8,43,0.628,0.569,0.002
12:21.9,1.42E+12,49.7,22.1,60.8,50.8,41.3,47.8,54.8,46,0.521,0.848,0.359
12:21.9,1.42E+12,25.2,60.1,60.8,40.3,78,47.8,54.8,43,0.335,0.472,0.002
