time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
31:51.0,1.42E+12,155.9,150.3,100.9,151.1,128.3,208.2,166.4,239.3,0.516,1.058,0.193
31:51.0,1.42E+12,116.2,202,141.3,149.3,91.8,212.4,175.4,270.5,0.276,0.535,-0.13
31:51.0,1.42E+12,103.5,87.3,106.1,114.2,168.7,212.4,168.2,289.9,0.408,0.609,-0.354
31:51.1,1.42E+12,134.8,115.3,87.4,133.3,82.6,201.9,148.8,281.2,0.301,0.858,-0.027
31:51.1,1.42E+12,78.7,78.3,127,95.7,76.5,152,95.3,276.9,0.217,0.594,-0.33
31:51.1,1.42E+12,91,76.5,74.2,92.3,126.7,155.9,118.2,270.5,0.354,0.726,-0.496
31:51.1,1.42E+12,89.2,76.5,106.1,94,10.7,132.9,114.8,154.7,0.134,0.652,-0.423
31:51.2,1.42E+12,58.1,80.1,82.4,90.7,72,114.4,76.3,143.9,0.643,0.77,-0.97
31:51.2,1.42E+12,105.3,67.5,77.5,72.8,35.7,99.9,106.6,152.9,0.936,0.872,-0.907
31:51.2,1.42E+12,78.7,67.5,85.8,84.1,67.5,85.7,95.3,126.3,0.491,0.623,-0.706
31:51.2,1.42E+12,105.3,65.8,74.2,85.8,72,73.5,101.7,121.1,0.491,1.009,0.183
31:51.3,1.42E+12,68.3,67.5,113,82.5,67.5,83.9,101.7,99,0.609,0.716,0.354
31:51.3,1.42E+12,82.2,43.1,39.1,85.8,66.1,83.9,82.6,110.8,0.745,0.77,0.53
31:51.3,1.42E+12,98.1,80.1,70.9,84.1,67.5,80.4,98.5,112.5,0.613,0.76,0.257
31:51.3,1.42E+12,71.7,62.2,72.6,84.1,66.1,98.1,100.1,109.1,0.501,0.384,-0.408
31:51.3,1.42E+12,80.4,80.1,64.4,84.1,66.1,58.1,95.3,109.1,0.56,1.068,-0.467
31:51.4,1.42E+12,78.7,64,95.8,85.8,44.2,54.7,98.5,140.3,0.506,0.54,-0.985
31:51.4,1.42E+12,78.7,100.2,69.3,84.1,64.6,75.2,76.3,90.7,1.762,0.652,-1.078
31:51.4,1.42E+12,83.9,65.8,70.9,97.3,64.6,73.5,96.9,104,1.992,0.755,-0.951
31:51.5,1.42E+12,68.3,60.5,70.9,84.1,91.8,73.5,95.3,104,2.5,1.063,0.193
31:51.5,1.42E+12,132.9,109.6,45.4,82.5,78,91,70.1,122.8,1.303,0.535,-0.452
31:51.5,1.42E+12,496,246,113,104,67.5,53.1,96.9,145.7,2.407,0.545,-0.941
