time,time_milisec,gx,gy,gz,resultant,MA_gx,MA_gy,MA_gz,MA_gR
38:11.8,1.42E+12,-1.3781446,3.5684655,0.105518706,3.826795364,-0.222997435,0.140798466,-0.126857799,3.090645652
38:11.8,1.42E+12,-0.7887295,4.9977703,-0.7748731,5.118616074,-0.284880685,0.241691827,-0.145702024,3.146778498
38:11.8,1.42E+12,-0.74716103,1.1393932,-1.9728886,2.397656334,-0.359703356,0.254780458,-0.176227969,3.133417669
38:11.8,1.42E+12,-0.84308785,-1.9078718,-1.9291886,2.841221671,-0.443692337,0.187589272,-0.206689957,3.116655512
38:11.8,1.42E+12,-0.86547035,-1.7192165,-0.83456093,2.097912354,-0.492657482,0.13067288,-0.226365546,3.119643437
38:11.9,1.42E+12,-0.52013534,-2.0155227,-0.4625791,2.132334859,-0.496068203,0.111444942,-0.241138223,3.139402521
38:11.9,1.42E+12,-0.06395155,-2.333146,-0.087399885,2.335658108,-0.488607261,0.065123099,-0.252585454,3.17305511
38:12.0,1.42E+12,0.5617025,-1.8929498,0.39756176,2.014155902,-0.454137681,0.002067419,-0.249259996,3.178752674
38:12.0,1.42E+12,1.702162,-0.8025851,0.8132431,2.050088451,-0.380743255,-0.033126947,-0.221611851,3.174537891
38:12.0,1.42E+12,2.9811819,0.07993824,1.0296109,3.154985618,-0.273817189,-0.031421592,-0.185969823,3.187998628
38:12.0,1.42E+12,3.365954,1.0434667,1.1308666,3.700990185,-0.154783065,0.010231824,-0.152608713,3.205257066
38:12.0,1.42E+12,1.1703027,2.8991115,0.402891,3.152265385,-0.066083031,0.115900188,-0.136748864,3.187073421
38:12.0,1.42E+12,-2.3949652,3.8871543,-1.5710632,4.828464191,-0.046130325,0.247745824,-0.15118047,3.195214035
38:12.0,1.42E+12,-0.24194846,4.481899,-1.6712532,4.789472305,0.016562966,0.366993122,-0.157447672,3.212423157
38:12.0,1.42E+12,-0.61392975,1.9856782,-0.32615042,2.103854023,0.044402971,0.34921475,-0.1582364,3.1841603
38:12.1,1.42E+12,-1.8535135,1.966493,-0.092729405,2.70392414,0.015305263,0.269276002,-0.165164426,3.118596389
38:12.1,1.42E+12,-0.4476574,1.2044101,1.40479,1.903795099,0.001044189,0.193579324,-0.101511868,3.050608728
38:12.1,1.42E+12,0.63631225,-0.61392975,0.9773841,1.317984331,0.033041004,0.186928425,-0.041738994,3.032011859
38:12.1,1.42E+12,0.45405164,-0.092729405,2.2361531,2.28366861,0.065869179,0.221824351,0.031335682,3.025547519
38:12.1,1.42E+12,1.0114915,-2.4418628,2.4429278,3.599125619,0.105220361,0.213105695,0.091193818,3.05174664
38:12.2,1.42E+12,3.3542295,-5.64261,1.8481835,6.81950771,0.184114579,0.145552129,0.132101145,3.141158225
38:12.2,1.42E+12,3.1261375,-1.6115656,1.2928758,3.747186569,0.245550163,0.155720337,0.155144823,3.173595264
38:12.2,1.42E+12,2.4493232,0.13003337,0.5702294,2.51818474,0.276161381,0.186864472,0.157233886,3.188757279
38:12.2,1.42E+12,2.8010535,-0.017053818,0.09912392,2.802858736,0.285604811,0.194943619,0.146362224,3.19576748
38:12.2,1.42E+12,3.1719692,0.7258437,-0.003197924,3.253958806,0.285327689,0.205133144,0.127539315,3.194285276
38:12.3,1.42E+12,2.540986,0.95500106,0.09805759,2.716293829,0.270299201,0.197906677,0.112851897,3.175767173
38:12.3,1.42E+12,0.39649594,-0.5883493,0.21849905,0.74236498,0.269531789,0.108119481,0.133316223,3.110478185
38:12.3,1.42E+12,-0.27818742,0.013855628,0.15987702,0.32115554,0.293534727,-0.000810386,0.173434811,2.99789072
38:12.3,1.42E+12,-0.8164416,0.4902906,0.39543015,1.031177367,0.272601433,-0.081921574,0.206156406,2.924159688
38:12.3,1.42E+12,-1.9323865,-0.03837109,-0.0842025,1.934600731,0.286052459,-0.12042008,0.199228379,2.898311681
38:12.4,1.42E+12,-2.6230571,-0.3154919,-0.8302972,2.769360419,0.266973743,-0.173478088,0.173946421,2.895603701
38:12.4,1.42E+12,-2.6347814,-0.7375686,-0.6523003,2.812752415,0.200400755,-0.15783141,0.154420049,2.917820275
38:12.4,1.42E+12,-2.9875777,-1.9377155,-0.4519206,3.58951168,0.119694597,-0.171005312,0.109995427,2.941178737
38:12.4,1.42E+12,-3.1037555,-2.4173481,-0.80898046,4.016381384,0.042356522,-0.2084806,0.0219349,2.947223003
38:12.4,1.42E+12,-3.3968644,-2.0517616,-1.4591491,4.228182767,-0.101000302,-0.1242145,-0.056000052,2.877626726
38:12.5,1.42E+12,-2.5420525,1.3301803,-0.9613969,3.025837825,-0.230778192,-0.014112194,-0.09515938,2.821523081
