time,time_milisec,gx,gy,gz,resultant
51:10.0,1.42163E+12,-2.9225612,-2.5367234,-1.0487968,4.009526693
51:10.1,1.42163E+12,-3.3062668,-0.35173088,-0.5158716,3.364704782
51:10.1,1.42163E+12,-2.9182975,2.3672523,-0.20784108,3.763448108
51:10.1,1.42163E+12,-1.6808459,-1.7373358,-1.1788301,2.68946445
51:10.1,1.42163E+12,-2.0741444,-1.2182671,-1.7106895,2.951729711
51:10.1,1.42163E+12,-1.4612807,-1.047731,-1.0786405,2.096794425
51:10.2,1.42163E+12,-1.0360065,-2.3374093,-0.6075347,2.627906032
51:10.2,1.42163E+12,-0.4050234,-3.4586837,-0.42953807,3.508709142
51:10.2,1.42163E+12,0.3336107,-3.2103405,-0.2632652,3.238346923
51:10.2,1.42163E+12,0.97951573,-1.6403434,-0.12150726,1.914403706
51:10.2,1.42163E+12,1.6883059,0.39969334,-0.006395315,1.734984864
51:10.3,1.42163E+12,2.2286918,1.9899417,0.3133598,3.004185326
51:10.3,1.42163E+12,2.7776046,2.9321532,0.6917364,4.097695566
51:10.3,1.42163E+12,2.0975926,2.834095,0.40822026,3.549455305
51:10.3,1.42163E+12,-1.323786,2.2052433,0.11084822,2.574450371
51:10.3,1.42163E+12,-1.7980894,4.0875344,-0.29843837,4.475503147
51:10.4,1.42163E+12,-0.46471068,2.2500088,0.22702569,2.308687133
51:10.4,1.42163E+12,-0.34746715,2.895914,0.58941454,2.975644605
51:10.4,1.42163E+12,-1.0722451,1.9025418,1.0530595,2.424522461
51:10.4,1.42163E+12,-0.27818742,-0.52972776,0.6928022,0.915409542
51:10.4,1.42163E+12,0.4732368,1.7320057,1.652067,2.439902085
51:10.5,1.42163E+12,0.81750655,3.8253355,2.4461255,4.613571134
51:10.5,1.42163E+12,0.30483288,2.0634851,1.9696904,2.868897718
51:10.6,1.42163E+12,2.2809186,-2.9545364,1.3866707,3.981799923
51:10.6,1.42163E+12,2.286248,-1.3866712,0.97951573,2.847672383
51:10.6,1.42163E+12,2.7115219,-0.2611336,0.7929919,2.837142563
51:10.6,1.42163E+12,3.2913446,-1.8758961,0.6821437,3.849318833
51:10.6,1.42163E+12,3.464012,-1.0082943,0.002131594,3.607775087
51:10.6,1.42163E+12,3.3606248,1.2235953,-0.47536945,3.607902523
51:10.6,1.42163E+12,2.590015,0.1897212,-0.33254573,2.618159372
51:10.6,1.42163E+12,1.4740701,-0.35279667,-0.22915809,1.532925823
51:10.7,1.42163E+12,0.614995,0.67681444,-0.03837109,0.915297207
51:10.7,1.42163E+12,-0.25687015,-0.47430366,0.5585051,0.77644973
51:10.7,1.42163E+12,-1.2001474,-0.30483368,0.75142395,1.448418209
51:10.7,1.42163E+12,-1.2534399,-0.8281656,0.59687567,1.61654892
51:10.7,1.42163E+12,-1.4825975,-1.1063524,0.11724327,1.853606475
51:10.8,1.42163E+12,-2.1348977,-1.3674861,-0.1396266,2.539153798
51:10.8,1.42163E+12,-2.659296,-1.6808459,-0.2845822,3.158810723
51:10.9,1.42163E+12,-2.9833143,-1.4474243,-0.8025851,3.411648305
51:10.9,1.42163E+12,-3.0888336,-2.5612378,-1.6200925,4.32730075
51:10.9,1.42163E+12,-2.609201,-1.8204719,-1.2875473,3.43217509
51:10.9,1.42163E+12,-2.928956,-0.29204303,-0.86760247,3.068681545
51:10.9,1.42163E+12,-2.753091,2.386438,-0.5904814,3.690970694
51:10.9,1.42163E+12,-1.5113757,1.2044101,-0.9006435,2.132139515
51:10.9,1.42163E+12,-1.6776482,-2.9502733,-1.9046744,3.891837689
51:10.9,1.42163E+12,-1.2982059,-1.0242821,-1.4069225,2.171157134
51:11.0,1.42163E+12,-0.7791368,-1.7927599,-0.7812684,2.105094422
51:11.0,1.42163E+12,-0.18865593,-3.1506526,-0.61819345,3.216265848
51:11.0,1.42163E+12,0.4220764,-3.2540405,-0.28991145,3.294082074
51:11.0,1.42163E+12,0.9240916,-1.693636,-0.05222672,1.930045548
51:11.0,1.42163E+12,1.7074916,0.44659054,0.002131594,1.764929239
51:11.1,1.42163E+12,2.4802325,1.4420948,0.26539627,2.881254214
51:11.1,1.42163E+12,2.925758,2.2585359,0.46257856,3.724919222
51:11.1,1.42163E+12,1.5177698,1.980349,0.1065845,2.497352114
51:11.2,1.42163E+12,-1.8140769,2.5953445,-0.10338764,3.168181983
51:11.2,1.42163E+12,-1.2672958,3.5205019,-0.3197551,3.755291679
51:11.2,1.42163E+12,-0.054358847,2.1402266,0.26752785,2.157567133
51:11.2,1.42163E+12,-0.47643524,2.9566674,0.54678077,3.044313036
51:11.2,1.42163E+12,-0.968858,0.58834875,0.84095544,1.411398642
51:11.2,1.42163E+12,-0.22276278,0.5904806,1.1671053,1.326810226
51:11.2,1.42163E+12,0.7652798,2.6720853,2.1327653,3.503481247
51:11.3,1.42163E+12,0.7993872,3.4821315,2.3416722,4.271731308
51:11.3,1.42163E+12,1.4058559,-0.17693137,1.8055497,2.29515691
51:11.3,1.42163E+12,2.9417458,-3.5983098,1.5699966,4.905771203
51:11.3,1.42163E+12,2.6092005,-1.0424014,0.90064275,2.95053983
51:11.3,1.42163E+12,2.584686,-0.95393604,0.70665836,2.844285802
51:11.4,1.42163E+12,3.3414392,-1.6243557,0.008526376,3.715349252
51:11.4,1.42163E+12,3.5524776,1.1926857,-0.58408606,3.792591832
51:11.4,1.42163E+12,2.8074489,0.6597606,-0.549979,2.935903656
51:11.4,1.42163E+12,1.3845385,-1.1159452,-0.18652381,1.788035704
51:11.4,1.42163E+12,0.8771944,0.14175767,-0.18972173,0.908603097
51:11.5,1.42163E+12,0.14175767,-0.56063724,0.16200915,0.600546681
51:11.5,1.42163E+12,-0.8377583,-0.8313635,0.40608865,1.248163543
51:11.5,1.42163E+12,-1.7117553,-0.067148946,0.32828146,1.744243075
51:11.5,1.42163E+12,-1.8620404,-1.0317432,0.03304104,2.129032689
51:11.5,1.42163E+12,-2.064552,-1.8279331,-0.5030815,2.802999353
51:11.6,1.42163E+12,-2.4717064,-2.2308242,-0.4625791,3.361530687
51:11.6,1.42163E+12,-2.7221813,-1.9078718,-0.86653614,3.435277386
51:11.6,1.42163E+12,-2.8756635,-2.1327662,-1.2832836,3.80328135
51:11.6,1.42163E+12,-2.7189837,-2.064552,-1.1830939,3.61316461
51:11.6,1.42163E+12,-2.9694583,-0.7301075,-0.8814581,3.182405998
51:11.7,1.42163E+12,-3.1335993,1.8972127,-0.920895,3.7771561
51:11.7,1.42163E+12,-1.815143,2.1178434,-0.87506306,2.923309791
51:11.7,1.42163E+12,-1.3046006,-1.8119453,-2.1903222,3.127721189
51:11.7,1.42163E+12,-1.2001474,-1.1127478,-1.7394674,2.388369378
51:11.7,1.42163E+12,-1.0519942,-1.9526374,-0.7961904,2.356566096
51:11.8,1.42163E+12,-0.40075967,-3.1357307,-0.47536945,3.196778292
51:11.8,1.42163E+12,0.19505018,-3.853048,-0.23555313,3.865166069
51:11.9,1.42163E+12,0.76421404,-2.3811092,-0.01279063,2.500773425
51:11.9,1.42163E+12,1.4602141,0.27605477,-0.034107372,1.486470574
51:11.9,1.42163E+12,2.0347073,1.723479,0.022382537,2.666629828
51:11.9,1.42163E+12,2.485562,2.2937088,0.46790782,3.414389586
51:11.9,1.42163E+12,1.9974025,2.3139598,0.44978848,3.089714611
51:11.9,1.42163E+12,-1.202279,1.4644773,0.022382537,1.894906207
51:11.9,1.42163E+12,-2.552711,2.9065726,-0.0852683,3.869336947
51:11.9,1.42163E+12,-0.36878443,1.8034178,0.39436436,1.882509221
51:12.0,1.42163E+12,-0.33147994,2.861807,0.90490645,3.019714215
51:12.0,1.42163E+12,-0.7247785,1.6360794,1.1234055,2.112841592
51:12.0,1.42163E+12,0.02131674,0.1502843,0.7780702,0.792737668
51:12.0,1.42163E+12,0.7471605,1.7298741,1.9121345,2.684580332
51:12.0,1.42163E+12,0.858009,3.726211,2.7029953,4.68262869
51:12.1,1.42163E+12,0.64164126,1.9483737,1.8716323,2.776845521
51:12.1,1.42163E+12,3.571663,-2.3299482,1.1617761,4.419859603
51:12.1,1.42163E+12,3.0973597,-1.7288091,0.56383437,3.591702551
51:12.2,1.42163E+12,2.590015,-0.1300339,0.48389584,2.638037471
51:12.2,1.42163E+12,3.2625668,0.24194792,-0.10338764,3.273159013
51:12.2,1.42163E+12,3.435234,1.510309,-0.2835164,3.76327616
51:12.2,1.42163E+12,3.0685818,0.76421404,-0.5030815,3.202078756
51:12.2,1.42163E+12,1.5508114,-0.16200967,-0.010659036,1.559287256
51:12.2,1.42163E+12,1.0114915,0.7556874,0.07780665,1.265002915
51:12.2,1.42163E+12,0.39969334,-0.0852683,0.40075913,0.572392636
51:12.3,1.42163E+12,-0.57022995,-0.556374,0.6043365,0.999968414
51:12.3,1.42163E+12,-1.3866712,0.019185146,0.40822026,1.445637876
51:12.3,1.42163E+12,-1.6083677,-0.7205148,0.088465154,1.764600328
51:12.3,1.42163E+12,-2.0784078,-1.35363,-0.24940903,2.492849379
51:12.3,1.42163E+12,-2.533526,-1.7991552,-0.21210428,3.114594942
51:12.4,1.42163E+12,-2.6976666,-1.73627,-0.47963265,3.243776515
51:12.4,1.42163E+12,-3.0067632,-2.163676,-0.8814581,3.807766689
51:12.4,1.42163E+12,-2.8564785,-1.665924,-1.0722451,3.476274119
51:12.4,1.42163E+12,-3.2018137,-1.1031551,-0.7588853,3.470514233
51:12.4,1.42163E+12,-3.2615013,1.1671053,-0.8398899,3.564399045
51:12.5,1.42163E+12,-2.3278167,1.8663028,-0.6640249,3.056590551
51:12.5,1.42163E+12,-1.530561,-1.8684355,-1.9387813,3.097182772
51:12.5,1.42163E+12,-1.1980158,-0.98377997,-1.8524477,2.415497333
51:12.5,1.42163E+12,-1.0210847,-1.6691213,-0.8931824,2.15089625
51:12.5,1.42163E+12,-0.64803714,-2.8053174,-0.61392975,2.943920445
51:12.6,1.42163E+12,-0.25580436,-3.7784383,-0.40075967,3.808233209
51:12.6,1.42163E+12,0.3677181,-2.8532808,-0.20677528,2.884299558
51:12.6,1.42163E+12,1.219332,-0.6896053,-0.14602192,1.408420533
51:12.6,1.42163E+12,1.9355834,1.2033442,-0.0820709,2.280626229
51:12.6,1.42163E+12,2.577225,2.0570903,0.34959874,3.316010929
51:12.7,1.42163E+12,2.3832402,2.2190995,0.35599354,3.2758156
51:12.7,1.42163E+12,-0.28777987,1.7916936,0.13642868,1.819779106
51:12.7,1.42163E+12,-2.1519513,3.8732986,-0.17586558,4.434440793
51:12.7,1.42163E+12,-0.42101115,1.8897517,0.40608865,1.97821128
51:12.7,1.42163E+12,0.18652327,2.3001041,0.8526797,2.460148872
51:12.8,1.42163E+12,-0.81430995,3.9511058,1.1809615,4.203451891
51:12.8,1.42163E+12,-0.34746715,-0.6810787,0.6288512,0.989977499
51:12.8,1.42163E+12,0.23235469,1.9345173,1.0168204,2.197787436
51:12.8,1.42163E+12,0.985911,4.198383,1.9036078,4.714038923
51:12.8,1.42163E+12,1.2331879,4.651369,2.0005999,5.21137083
51:12.9,1.42163E+12,1.8833566,-0.017053818,2.074144,2.801677399
51:12.9,1.42163E+12,2.7744071,-3.5173054,1.7117548,4.795714392
51:12.9,1.42163E+12,2.6678221,-0.4604475,0.91663074,2.85823347
51:12.9,1.42163E+12,2.9417458,-1.4857954,0.75142395,3.380250623
51:12.9,1.42163E+12,3.5929801,-0.35173088,-0.20251183,3.6158307
51:13.0,1.42163E+12,3.6910384,2.2457457,-0.5990083,4.361874501
51:13.0,1.42163E+12,2.428006,0.046897203,-0.51054263,2.481545136
51:13.0,1.42163E+12,1.319522,-0.28884566,-0.3378747,1.392382647
51:13.0,1.42163E+12,0.6235219,0.61179763,0.070345536,0.87637001
51:13.0,1.42163E+12,-0.13642922,-0.81430995,0.6171269,1.03080514
51:13.1,1.42163E+12,-0.8803923,-0.5851519,0.68747264,1.260996423
51:13.1,1.42163E+12,-1.3440372,-0.20464343,0.43166912,1.426412688
51:13.1,1.42163E+12,-1.7010971,-0.7503584,-0.20144603,1.870120203
51:13.1,1.42163E+12,-2.510077,-1.0743773,-0.5446495,2.784136528
51:13.1,1.42163E+12,-2.9225612,-1.9696913,-0.5851519,3.572597169
51:13.2,1.42163E+12,-2.9993021,-2.8479514,-1.0658504,4.271144734
51:13.2,1.42163E+12,-3.064319,-3.220999,-1.4921902,4.689511391
51:13.2,1.42163E+12,-3.1922212,-2.1817954,-1.0850358,4.015944477
51:13.2,1.42163E+12,-3.5514123,-0.18972173,-0.6096665,3.608353766
51:13.2,1.42163E+12,-3.0856361,1.9792832,-0.32188722,3.679989607
51:13.3,1.42163E+12,-1.912135,-1.430371,-1.5955778,2.871948811
51:13.3,1.42163E+12,-1.9974033,-1.1543161,-2.1348977,3.143223471
51:13.3,1.42163E+12,-1.502849,-1.657397,-1.1575134,2.518999246
51:13.3,1.42163E+12,-1.0125579,-2.850083,-0.704527,3.10557642
51:13.3,1.42163E+12,-0.3741134,-4.214371,-0.465777,4.256504666
51:13.4,1.42163E+12,0.35599354,-3.6782486,-0.2739237,3.705573958
51:13.4,1.42163E+12,1.2150686,-1.3312469,-0.16947025,1.810339796
51:13.4,1.42163E+12,2.043234,0.9571332,-0.13856082,2.260554853
51:13.5,1.42163E+12,3.0014331,2.2873137,0.2451453,3.781600301
51:13.5,1.42163E+12,3.3819416,2.8831239,0.52439773,4.47492183
51:13.5,1.42163E+12,1.2289248,2.3725817,0.13856028,2.675555837
51:13.5,1.42163E+12,-2.9641292,3.1218743,-0.11937566,4.306554494
51:13.5,1.42163E+12,-1.0615869,3.124006,-0.43486705,3.327985815
51:13.5,1.42163E+12,0.21103793,2.1274364,0.49988306,2.195542238
51:13.5,1.42163E+12,-0.285648,3.1815617,1.0722445,3.369515974
51:13.6,1.42163E+12,-0.014922224,1.8460518,0.30376682,1.870936718
51:13.6,1.42163E+12,0.5851514,1.2683611,1.2214637,1.855563422
51:13.6,1.42163E+12,1.2267932,3.136796,2.1263704,3.983209984
51:13.6,1.42163E+12,1.2598342,3.5183704,2.2116385,4.342517396
51:13.6,1.42163E+12,2.206309,-2.0048642,2.1487532,3.674836075
51:13.7,1.42163E+12,2.656098,-2.6390448,1.1703027,3.922884456
51:13.7,1.42163E+12,2.597476,0.16627233,0.736502,2.704988587
51:13.7,1.42163E+12,3.1250718,-0.31229424,0.6608264,3.209406951
51:13.7,1.42163E+12,3.1250718,0.509476,0.05116039,3.166742322
51:13.7,1.42163E+12,2.6710196,0.81750655,-0.21210428,2.801365897
51:13.8,1.42163E+12,2.138095,-0.6022057,-0.051160924,2.221872943
51:13.8,1.42163E+12,1.382407,-0.16733865,-0.062885754,1.393917485
51:13.8,1.42163E+12,0.4732368,0.54251736,-0.037305295,0.720881294
51:13.8,1.42163E+12,0.003197391,-0.5116084,0.3709155,0.631926963
51:13.8,1.42163E+12,-1.2470449,-0.5904814,0.57662445,1.495421353
51:13.9,1.42163E+12,-1.8194062,-0.55211055,0.10338711,1.904141243
51:13.9,1.42163E+12,-2.1700706,-1.0775746,-0.4519206,2.464671511
51:13.9,1.42163E+12,-2.5079453,-1.5806556,-0.4092866,2.99262047
51:13.9,1.42163E+12,-2.6305182,-2.4024262,-0.142824,3.56534379
51:14.0,1.42163E+12,-2.9332194,-1.842855,-0.28245062,3.475581815
51:14.0,1.42163E+12,-3.5524783,-2.7285764,-1.3621565,4.681954888
51:14.0,1.42163E+12,-3.007829,-1.3717493,-1.2097402,3.520256068
51:14.0,1.42163E+12,-3.0653846,2.407755,-0.8068489,3.980561774
51:14.0,1.42163E+12,-2.5782914,4.6151304,-0.73650277,5.337551075
51:14.0,1.42163E+12,-1.3546957,-2.3214216,-1.9569006,3.324704294
51:14.1,1.42163E+12,-1.8098137,-2.050696,-2.1817954,3.498715604
51:14.1,1.42163E+12,-1.2427814,-2.3075657,-1.118077,2.849466835
51:14.1,1.42163E+12,-0.6970659,-2.8490171,-0.6981322,3.014993843
51:14.2,1.42163E+12,-0.15668015,-3.8018873,-0.38903564,3.824950253
51:14.2,1.42163E+12,0.19718204,-3.4213789,-0.05542464,3.427504373
51:14.2,1.42163E+12,0.94967204,-1.139394,0.023448335,1.483457278
51:14.2,1.42163E+12,1.9473073,1.2854147,-0.0820709,2.334744591
51:14.2,1.42163E+12,2.7946582,2.2819843,0.25047457,3.616670335
51:14.2,1.42163E+12,2.867136,2.4493232,0.35599354,3.787662126
51:14.2,1.42163E+12,0.7556874,1.4335679,0.21743326,1.635071128
51:14.3,1.42163E+12,-2.1679392,3.2423153,0.024514131,3.900406366
51:14.3,1.42163E+12,-1.1361966,3.138928,0.11191402,3.340110245
51:14.3,1.42163E+12,0.24834271,2.4237425,0.82816505,2.573336192
51:14.3,1.42163E+12,-0.74289787,3.1570475,1.1905541,3.454890046
51:14.4,1.42163E+12,-0.51693743,-0.05542464,0.6608264,0.840825623
51:14.4,1.42163E+12,0.16840392,2.0794728,0.6011391,2.17115988
51:14.4,1.42163E+12,1.1180766,4.134432,1.5593383,4.557977532
51:14.4,1.42163E+12,1.212937,4.5394545,2.1540828,5.168939546
51:14.5,1.42163E+12,1.595577,0.15987702,1.8673686,2.461400437
51:14.5,1.42163E+12,2.6806123,-3.810414,1.6094332,4.929017385
51:14.5,1.42163E+12,2.7339048,-0.5819545,1.1852249,3.036060698
51:14.5,1.42163E+12,2.9694579,-0.75995165,1.0839691,3.251183744
51:14.5,1.42163E+12,3.3862047,-0.5020157,0.3719813,3.443366394
51:14.5,1.42163E+12,3.2924104,2.0666828,-0.30483368,3.899239363
51:14.5,1.42163E+12,2.4226768,0.80578226,-0.22063118,2.562679466
51:14.6,1.42163E+12,1.5593383,-0.12150726,-0.13429762,1.569820308
51:14.6,1.42163E+12,0.9741867,0.6384439,-0.10232185,1.169239112
51:14.6,1.42163E+12,0.18758908,-0.49242327,0.48602742,0.716863301
51:14.6,1.42163E+12,-0.8484168,-0.34853294,0.7141189,1.162433688
51:14.6,1.42163E+12,-0.9880431,-0.44019657,0.57875603,1.226768409
51:14.7,1.42163E+12,-1.111682,-1.151118,0.123638056,1.605053235
51:14.7,1.42163E+12,-1.8822913,-1.4026587,-0.35599408,2.374279628
51:14.7,1.42163E+12,-2.5079453,-1.7533236,-0.45405218,3.093557282
51:14.8,1.42163E+12,-2.7680128,-1.763982,-0.8185732,3.382837484
51:14.8,1.42163E+12,-3.213538,-3.101624,-1.5113757,4.714992516
51:14.8,1.42163E+12,-2.8831246,-2.5793574,-1.4101198,4.117515016
51:14.8,1.42163E+12,-3.18476,-1.7767721,-0.95180446,3.769024686
51:14.8,1.42163E+12,-3.2401843,1.0722445,-0.5126742,3.451280545
51:14.8,1.42163E+12,-2.6049378,2.6049368,-0.34640136,3.700187911
51:14.8,1.42163E+12,-1.6989652,-2.8777955,-1.800221,3.79591693
51:14.9,1.42163E+12,-1.6360803,-1.3493662,-1.7703774,2.762568375
51:14.9,1.42163E+12,-1.2289252,-1.879094,-1.1735011,2.533447501
51:14.9,1.42163E+12,-0.61286396,-3.299872,-0.7834,3.446516068
51:14.9,1.42163E+12,-0.15561436,-3.989477,-0.3581262,4.0085405
51:14.9,1.42163E+12,0.402891,-3.0461996,-0.110848755,3.074726103
51:15.0,1.42163E+12,1.2683611,-0.39116722,-0.16200967,1.337160726
51:15.0,1.42163E+12,1.9419785,1.5827869,-0.18865593,2.5123865
51:15.0,1.42163E+12,2.4962204,2.376845,0.093794405,3.448087271
51:15.0,1.42163E+12,1.9462416,2.5836203,0.027712055,3.234767098
51:15.1,1.42163E+12,-0.23342155,1.965427,-0.046897735,1.979795017
51:15.1,1.42163E+12,-1.9025424,4.246346,-0.25154117,4.659870695
51:15.1,1.42163E+12,-0.4114187,2.6529002,0.49881727,2.730561021
51:15.1,1.42163E+12,-0.4519206,2.6934025,0.9827131,2.902477268
51:15.1,1.42163E+12,-0.597942,0.20357683,1.1926857,1.349621184
51:15.1,1.42163E+12,-0.17799717,0.97844994,0.7695436,1.257475499
51:15.2,1.42163E+12,0.91556495,2.8991115,1.8535128,3.560704476
51:15.2,1.42163E+12,1.1308666,4.4403305,2.648637,5.292510952
51:15.2,1.42163E+12,0.62991697,1.519902,2.0069952,2.595173831
51:15.2,1.42163E+12,3.634548,-3.4821322,1.6637915,5.301262678
51:15.2,1.42163E+12,3.665458,-1.508178,0.83029664,4.049638964
51:15.3,1.42163E+12,2.9300213,0.52866143,0.5947441,3.036153532
51:15.3,1.42163E+12,3.5908482,-0.058622036,0.118309066,3.593274881
51:15.3,1.42163E+12,3.5173044,1.5636015,-0.1705366,3.852968028
51:15.3,1.42163E+12,2.4173474,0.33574232,-0.24088213,2.452410153
51:15.3,1.42163E+12,1.5167041,-0.5851519,-0.007461112,1.625684392
51:15.4,1.42163E+12,0.6949338,0.4732368,-0.06501735,0.843275347
51:15.4,1.42163E+12,0.18758908,-0.15881175,0.33147913,0.412661179
51:15.5,1.42163E+12,-0.75462216,-0.84521943,0.65443164,1.308484337
51:15.5,1.42163E+12,-1.182028,-0.3613236,0.41674688,1.304386024
51:15.5,1.42163E+12,-1.5454828,-0.8612072,-0.23875053,1.785272176
51:15.5,1.42163E+12,-2.4621136,-1.4314371,-0.6096665,2.91250902
51:15.5,1.42163E+12,-2.7552226,-1.7543896,-0.42953807,3.294485908
51:15.5,1.42163E+12,-2.9342852,-1.8311304,-0.50947684,3.496088504
51:15.5,1.42163E+12,-3.4181812,-2.6859424,-1.3259178,4.544921045
51:15.5,1.42163E+12,-2.8394246,-2.1274369,-1.3685519,3.802795567
51:15.6,1.42163E+12,-3.1304018,-0.46790862,-0.9347506,3.300320074
51:15.6,1.42163E+12,-2.9161658,2.364055,-0.5233327,3.790337205
51:15.6,1.42163E+12,-1.6904386,-0.9645943,-1.190555,2.281544659
51:15.6,1.42163E+12,-2.0677493,-1.5337584,-1.7501259,3.113027893
51:15.6,1.42163E+12,-1.2182671,-1.5753267,-1.5572072,2.527987975
51:15.7,1.42163E+12,-0.80898046,-2.2095072,-1.0136236,2.561992243
51:15.7,1.42163E+12,-0.19718285,-3.5194368,-0.719449,3.597627458
51:15.8,1.42163E+12,0.44232735,-3.2934768,-0.39010143,3.345866411
51:15.8,1.42163E+12,0.89957696,-1.5412195,-0.16840446,1.792472124
51:15.8,1.42163E+12,1.6275529,0.78553104,-0.11830986,1.811072798
51:15.8,1.42163E+12,2.554842,2.2265604,0.3613228,3.408128963
51:15.8,1.42163E+12,2.7658803,3.1591792,0.7695436,4.268805969
51:15.8,1.42163E+12,1.503914,2.6582294,0.46471015,3.089319729
51:15.8,1.42163E+12,-3.1762333,2.2073748,0.026645726,3.86803199
51:15.8,1.42163E+12,-1.3951981,3.0632522,-0.51374,3.404999349
51:15.9,1.42163E+12,0.4263396,2.1444898,0.85054815,2.346067798
51:15.9,1.42163E+12,-0.6661565,2.3416722,0.4252738,2.471447143
51:15.9,1.42163E+12,-0.471106,2.9364164,1.2854147,3.239872388
51:15.9,1.42163E+12,-0.007461112,1.2747562,0.64377314,1.428111653
51:15.9,1.42163E+12,0.8334946,2.7744071,1.9537027,3.494138269
51:16.0,1.42163E+12,0.78339946,3.0259478,2.1412923,3.788826667
51:16.0,1.42163E+12,1.5433503,-1.117011,2.101856,2.836801432
51:16.0,1.42163E+12,3.7230136,-4.2857833,1.7405326,5.937863462
51:16.1,1.42163E+12,3.3712833,0.11404561,0.779136,3.462024032
51:16.1,1.42163E+12,2.9150996,0.25367194,0.42420802,2.956705527
51:16.1,1.42163E+12,3.2551057,0.72158,-0.094861,3.335474393
51:16.1,1.42163E+12,3.1634424,1.2097396,-0.471106,3.419470512
51:16.1,1.42163E+12,1.8481835,-0.9006435,-0.031975776,2.05620121
51:16.1,1.42163E+12,0.9326185,-0.10978296,-0.02238307,0.939324527
51:16.1,1.42163E+12,0.3240183,0.5062784,0.012789832,0.601223134
51:16.2,1.42163E+12,-0.29417464,-0.84308785,0.5297272,1.038242143
51:16.2,1.42163E+12,-1.195884,-0.5382547,0.6608264,1.468519048
51:16.2,1.42163E+12,-1.3205884,-0.74502945,0.24621111,1.536112793
51:16.2,1.42163E+12,-2.1423585,-1.4506222,-0.30803105,2.605549431
51:16.2,1.42163E+12,-2.453587,-1.9643618,-0.2813848,3.155627331
51:16.3,1.42163E+12,-2.6497033,-2.2585363,-0.11937566,3.483699807
51:16.3,1.42163E+12,-2.7882636,-1.5966437,-0.10232185,3.214678019
51:16.3,1.42163E+12,-3.553544,-1.6190264,-0.98591155,4.027523188
51:16.3,1.42163E+12,-3.1176114,-2.4439943,-1.4857954,4.230862436
51:16.3,1.42163E+12,-3.043002,-0.5371889,-1.3216542,3.360833663
51:16.4,1.42163E+12,-2.48876,2.7424316,-0.60540307,3.752515196
51:16.4,1.42163E+12,-1.5017831,0.4806979,-1.195884,1.979030442
51:16.4,1.42163E+12,-1.9259912,-3.093097,-2.3086314,4.313521774
51:16.4,1.42163E+12,-1.1607108,-1.465544,-1.7010971,2.527607588
51:16.4,1.42163E+12,-0.6213909,-1.985679,-1.0157552,2.315341523
51:16.5,1.42163E+12,-0.028778385,-3.198616,-0.71411973,3.277489817
51:16.5,1.42163E+12,0.31122765,-3.5066469,-0.39756227,3.542808334
51:16.5,1.42163E+12,0.7386336,-2.0602882,-0.074609786,2.189962028
51:16.5,1.42163E+12,1.7405326,0.37411287,-0.003197924,1.780287729
51:16.5,1.42163E+12,2.556974,1.6872401,0.2685939,3.075229727
51:16.6,1.42163E+12,3.023816,2.399228,0.5744929,3.902537673
51:16.6,1.42163E+12,2.1839263,2.4248085,0.41035184,3.289014895
51:16.6,1.42163E+12,-0.8132436,1.589182,0.07460926,1.786737564
51:16.6,1.42163E+12,-2.2585363,3.654799,-0.2792532,4.305406403
51:16.6,1.42163E+12,-0.81111205,1.5081774,0.036238696,1.712838308
51:16.7,1.42163E+12,0.07993824,2.022983,0.5371881,2.094617243
51:16.7,1.42163E+12,-0.62245667,3.7166183,1.0562571,3.913615075
51:16.7,1.42163E+12,-0.6608272,1.4538192,0.864404,1.815895683
51:16.7,1.42163E+12,0.30909607,1.2086735,1.0402694,1.624374475
51:16.7,1.42163E+12,1.0392035,3.309464,1.6222233,3.829373881
51:16.8,1.42163E+12,1.4431607,4.255939,2.1370292,4.976205721
51:16.8,1.42163E+12,1.7810351,-1.0264137,2.1594117,2.981387261
51:16.8,1.42163E+12,2.5367224,-1.8780282,1.3578923,3.435960121
51:16.8,1.42163E+12,2.648637,0.27285737,1.0018988,2.844913058
51:16.8,1.42163E+12,3.3105297,-1.4399637,0.9816473,3.741220893
51:16.9,1.42163E+12,3.9393811,-0.025580462,0.31016186,3.95165512
51:16.9,1.42163E+12,3.230591,1.6158283,-0.2611336,3.621575632
51:16.9,1.42163E+12,2.4717057,0.38903484,-0.21956538,2.511749615
51:16.9,1.42163E+12,1.6435403,0.13216496,-0.1310997,1.654049402
51:16.9,1.42163E+12,0.29630622,0.7151852,0.19824784,0.799117921
51:17.0,1.42163E+12,-0.21103847,-0.59474456,0.78659713,1.008460893
51:17.0,1.42163E+12,-1.0658504,-0.38583824,0.6896048,1.326824405
51:17.0,1.42163E+12,-1.1617765,-0.52120113,0.27818662,1.303366046
51:17.0,1.42163E+12,-1.3845394,-1.4250418,-0.36345518,2.019849784
51:17.1,1.42163E+12,-2.198849,-1.7320065,-0.6597614,2.875772687
51:17.1,1.42163E+12,-2.81491,-1.5337584,-1.0658504,3.378190375
51:17.1,1.42163E+12,-3.0248826,-1.9078718,-1.5934463,3.915221662
51:17.1,1.42163E+12,-2.64544,-2.4812992,-1.970757,4.127842253
51:17.1,1.42163E+12,-3.0525947,-3.1868918,-1.2193328,4.578360648
51:17.1,1.42163E+12,-3.446959,-1.8289988,-0.4487232,3.927863983
