time,time_milisec,ax,ay,az,resultant
51:51.1,1.42163E+12,3.0952635,-2.2800586,-0.975222,3.966154473
51:51.1,1.42163E+12,2.744842,-6.602919,-1.8196161,7.378597406
51:51.1,1.42163E+12,4.912634,-14.324761,2.4860303,15.34643598
51:51.2,1.42163E+12,2.425107,-18.785187,3.1998959,19.20946976
51:51.2,1.42163E+12,-2.8898904,-18.728455,0.8292755,18.96824164
51:51.2,1.42163E+12,-4.102818,-17.596209,-0.99303496,18.09546366
51:51.3,1.42163E+12,-3.3362622,-17.599651,-3.7899687,18.30962106
51:51.3,1.42163E+12,-2.9591963,-18.838924,-3.6705172,19.41995357
51:51.3,1.42163E+12,0.05269043,-19.48019,5.88127,20.34870796
51:51.3,1.42163E+12,2.2300625,-19.055822,-1.2256513,19.22497729
51:51.3,1.42163E+12,1.3138179,-13.537548,0.09774674,13.60150278
51:51.3,1.42163E+12,1.8266515,-8.563243,4.675078,9.92583199
51:51.3,1.42163E+12,1.7660276,-5.685178,4.122128,7.240997281
51:51.4,1.42163E+12,-0.0185614,-1.7726139,3.061284,3.537508204
51:51.4,1.42163E+12,-3.2365694,0.9247769,1.5949333,3.724836376
51:51.4,1.42163E+12,-6.1670256,3.6853364,0.46628037,7.19939765
51:51.4,1.42163E+12,-6.629414,5.297484,-0.2836601,8.490755547
51:51.4,1.42163E+12,-6.529422,5.1121693,-0.77838135,8.329075827
51:51.5,1.42163E+12,-2.91893,0.016765136,-5.083279,5.861753902
51:51.5,1.42163E+12,4.636758,-12.760814,-17.19115,21.906016
51:51.5,1.42163E+12,4.69828,-17.707277,-13.842914,22.96187627
51:51.5,1.42163E+12,0.24309449,-3.1804361,8.461754,9.042983439
51:51.6,1.42163E+12,0.006137237,-1.1142828,10.978021,11.03442834
51:51.6,1.42163E+12,-9.6968355,-15.164665,6.8085914,19.24454728
51:51.6,1.42163E+12,-2.8845017,-16.601078,0.7056326,16.86457999
51:51.6,1.42163E+12,-0.09505234,-5.262457,5.2699413,7.448138689
51:51.6,1.42163E+12,-0.1672023,-12.547507,8.206834,14.99399923
51:51.6,1.42163E+12,0.74485105,-13.7204685,7.958201,15.87888605
51:51.7,1.42163E+12,0.029788055,-18.088085,4.301455,18.59253133
51:51.7,1.42163E+12,4.3363323,-17.438437,-6.8945127,19.24674435
51:51.7,1.42163E+12,5.634583,-13.808934,-0.6542894,14.92860604
51:51.7,1.42163E+12,3.103646,-15.127393,0.83661026,15.46513997
51:51.7,1.42163E+12,2.1180954,-16.254549,-3.4001794,16.74090533
51:51.8,1.42163E+12,1.4497353,-14.228811,-6.371351,15.65742343
51:51.8,1.42163E+12,1.7100439,-9.9081955,-9.907148,14.11552938
51:51.8,1.42163E+12,1.2275972,-8.015831,-8.847352,12.00150736
51:51.8,1.42163E+12,0.32991394,-5.9806633,-6.021678,8.493396414
51:51.8,1.42163E+12,1.6982186,-4.8238688,-8.3780775,9.815591638
51:51.9,1.42163E+12,4.0869513,-2.9244685,-5.226831,7.250892996
51:51.9,1.42163E+12,3.4453852,-2.3565495,0.71880525,4.235644663
51:51.9,1.42163E+12,1.6105009,-2.3531067,1.5353572,3.238540724
51:51.9,1.42163E+12,1.3623171,-3.2251933,1.8344352,3.952585509
51:51.9,1.42163E+12,2.6951454,-11.749966,-0.07140152,12.05531451
51:52.0,1.42163E+12,2.613565,-18.30693,-0.07140152,18.49268791
51:52.0,1.42163E+12,-3.2486944,-18.144817,-2.826123,18.64873643
51:52.0,1.42163E+12,-4.6045747,-19.243383,-4.9443684,20.39501597
51:52.0,1.42163E+12,-3.578159,-19.145487,-4.1361985,19.91132925
51:52.0,1.42163E+12,0.69036436,-19.30266,7.0533323,20.56255778
51:52.1,1.42163E+12,2.2857468,-19.54321,2.1182451,19.79011515
51:52.1,1.42163E+12,2.7581644,-16.56126,0.53588563,16.79791585
51:52.1,1.42163E+12,1.9586769,-9.695937,2.592908,10.2259856
51:52.1,1.42163E+12,0.23935227,-6.690936,2.737657,7.233303527
51:52.1,1.42163E+12,-1.8673668,-3.4533188,2.2095551,4.50495319
51:52.2,1.42163E+12,-4.756509,0.081430666,1.4901512,4.985133842
51:52.2,1.42163E+12,-6.8445168,2.8409421,-0.19205064,7.413180538
51:52.2,1.42163E+12,-7.480694,4.2525067,-1.2133768,8.690044834
51:52.3,1.42163E+12,-7.2149963,3.4838552,-0.79828995,8.051750462
51:52.3,1.42163E+12,-1.9143691,-2.627037,-3.1931598,4.556577878
51:52.3,1.42163E+12,5.936056,-14.207107,-16.588354,22.63298784
51:52.3,1.42163E+12,4.948709,-16.36023,-11.045231,20.35052762
51:52.3,1.42163E+12,-0.1273851,-1.3790822,10.207573,10.30109903
51:52.3,1.42163E+12,-1.8896704,-5.9492283,11.264076,12.87802701
51:52.3,1.42163E+12,-8.089777,-17.622404,6.001021,20.29792767
51:52.4,1.42163E+12,-2.2477257,-9.144035,3.9218445,10.20031917
51:52.4,1.42163E+12,-3.137326,-5.018015,5.266498,7.922076127
51:52.4,1.42163E+12,-3.3148568,-12.899575,9.015902,16.08333919
51:52.4,1.42163E+12,-0.13157639,-17.600399,10.469378,20.47923907
51:52.4,1.42163E+12,4.0875497,-19.281553,-1.5410454,19.77020914
51:52.5,1.42163E+12,7.047345,-14.078074,-4.2032595,16.2949265
51:52.5,1.42163E+12,6.3165646,-13.448933,3.0111382,15.16046637
51:52.5,1.42163E+12,3.0072465,-16.60048,-1.0915302,16.90594292
51:52.5,1.42163E+12,1.5548167,-17.476906,-5.4110975,18.36136363
51:52.6,1.42163E+12,1.429228,-13.624667,-6.461912,15.14696505
51:52.6,1.42163E+12,2.5819807,-9.282646,-8.145461,12.61676171
51:52.6,1.42163E+12,2.0035834,-8.581954,-9.402248,12.88668104
51:52.6,1.42163E+12,-0.3600014,-5.330116,-6.764134,8.619353012
51:52.6,1.42163E+12,-0.066312104,-3.8487964,-8.51654,9.346073218
51:52.6,1.42163E+12,1.6935782,-2.7207422,-4.8291078,5.795768058
51:52.7,1.42163E+12,2.925666,-1.0470726,1.6241226,3.506231138
51:52.7,1.42163E+12,2.9147387,-0.5144801,1.9649638,3.552671417
51:52.7,1.42163E+12,1.9058368,-1.640738,0.22348526,2.524713995
51:52.7,1.42163E+12,2.807412,-10.606045,-3.6745586,11.5703126
51:52.7,1.42163E+12,6.9774404,-18.205742,1.5115567,19.55552403
51:52.8,1.42163E+12,0.517923,-19.39412,-2.4495063,19.55505602
51:52.8,1.42163E+12,-2.6210494,-19.37451,-3.4384997,19.85106591
51:52.8,1.42163E+12,-3.5847454,-19.55309,-5.538183,20.63601704
51:52.8,1.42163E+12,-3.8435574,-19.46552,-3.7236567,20.18774434
51:52.8,1.42163E+12,1.4379098,-19.555334,12.043955,23.01163889
51:52.9,1.42163E+12,2.8358529,-18.30753,-0.9412427,18.54976157
51:52.9,1.42163E+12,3.858077,-10.508298,0.26105714,11.19719768
51:52.9,1.42163E+12,1.2997471,-7.5212593,3.3501832,8.335611043
51:52.9,1.42163E+12,-0.92717195,-4.900809,2.903512,5.771304758
51:52.9,1.42163E+12,-3.9582188,-0.7843689,2.220632,4.605858999
51:53.0,1.42163E+12,-6.529871,1.9303857,0.316891,6.816599162
51:53.0,1.42163E+12,-7.7836637,3.5874398,-0.6417155,8.594588047
51:53.0,1.42163E+12,-7.303911,4.921316,-0.5016069,8.821455467
51:53.0,1.42163E+12,-4.5071273,1.2672647,-0.53843033,4.712755408
51:53.0,1.42163E+12,2.1035757,-8.519982,-11.907139,14.79172347
51:53.1,1.42163E+12,4.4532394,-17.116756,-18.309626,25.45696528
51:53.1,1.42163E+12,3.4045203,-10.631641,-2.6098228,11.4644548
51:53.1,1.42163E+12,-0.732876,-2.3369403,12.355906,12.59630145
51:53.1,1.42163E+12,-5.1962943,-13.689333,6.6401916,16.07766951
51:53.1,1.42163E+12,-7.262747,-14.078524,6.885831,17.27330312
51:53.2,1.42163E+12,-3.8510418,-6.3884153,4.1378455,8.53018982
51:53.2,1.42163E+12,-3.9672003,-6.9096313,5.356461,9.600695671
51:53.2,1.42163E+12,-2.400109,-15.297738,8.891061,17.85587513
51:53.2,1.42163E+12,1.1996055,-18.911673,8.818761,20.90121945
51:53.2,1.42163E+12,5.9372535,-18.582808,-3.9712417,19.90835234
51:53.3,1.42163E+12,6.3378205,-14.058764,0.22213806,15.42291021
51:53.3,1.42163E+12,5.7016435,-15.347285,4.5146117,16.98321566
51:53.3,1.42163E+12,2.701582,-18.176552,-3.1648686,18.64676865
51:53.3,1.42163E+12,2.5936565,-18.10964,-6.422993,19.38919684
51:53.3,1.42163E+12,3.391647,-13.76253,-7.8290195,16.19271588
51:53.4,1.42163E+12,3.7290454,-10.77175,-9.077723,14.5719399
51:53.4,1.42163E+12,1.6076568,-7.516619,-8.758587,11.65319561
51:53.4,1.42163E+12,-0.9542656,-3.299888,-4.6629534,5.791633453
51:53.4,1.42163E+12,0.17289047,-2.7041268,-7.000343,7.506463547
51:53.4,1.42163E+12,3.1980996,-2.4869285,-3.6832407,5.475300583
51:53.5,1.42163E+12,4.0546184,-0.8092172,1.4274316,4.374051191
51:53.5,1.42163E+12,2.958448,-1.6034656,0.15971786,3.368831592
51:53.5,1.42163E+12,1.8745519,-5.355114,-0.7247928,5.719835258
51:53.5,1.42163E+12,4.3270516,-13.664186,1.7868342,14.44389598
51:53.5,1.42163E+12,0.67704207,-18.772911,-0.28770173,18.78731875
51:53.6,1.42163E+12,-4.744384,-19.471209,-3.295996,20.31011445
51:53.6,1.42163E+12,-3.6911743,-19.566261,-5.47726,20.6509979
51:53.6,1.42163E+12,-3.0054502,-19.579136,-4.1140447,20.23118042
51:53.6,1.42163E+12,0.25102797,-19.58093,6.408174,20.6043813
51:53.6,1.42163E+12,2.4623795,-19.581081,1.5244299,19.79408832
51:53.7,1.42163E+12,2.9535081,-14.396013,1.5979271,14.78248191
51:53.7,1.42163E+12,2.5589287,-7.607031,2.498604,8.405834799
51:53.7,1.42163E+12,1.5254778,-5.652246,4.387676,7.316192182
51:53.7,1.42163E+12,-0.5677693,-2.1227357,2.8264225,3.580088404
51:53.7,1.42163E+12,-3.8811293,1.2409195,0.98390394,4.191791122
51:53.8,1.42163E+12,-7.1224885,4.3969564,-0.33799714,8.377189868
51:53.8,1.42163E+12,-7.43908,6.326444,0.3794609,9.772808988
51:53.8,1.42163E+12,-6.224356,5.0581317,0.85846484,8.066242359
51:53.8,1.42163E+12,-0.50265473,-1.0615925,-4.4532394,4.605538141
51:53.9,1.42163E+12,4.8470707,-15.055841,-17.317638,23.45363572
51:53.9,1.42163E+12,4.043691,-16.591497,-8.580307,19.11153782
51:53.9,1.42163E+12,-0.21779709,-2.3980134,12.057726,12.29579847
51:53.9,1.42163E+12,-3.1488519,-9.501342,9.444909,13.76216095
51:53.9,1.42163E+12,-10.632989,-18.172958,4.938979,21.62661257
51:53.9,1.42163E+12,-3.9818697,-6.092331,2.6297314,7.738686617
51:54.0,1.42163E+12,-3.873495,-5.698051,5.846392,9.036152286
51:54.0,1.42163E+12,-3.4334102,-15.391743,10.112371,18.73376912
51:54.0,1.42163E+12,-0.5680687,-18.650167,13.024715,22.75510123
51:54.0,1.42163E+12,3.249742,-19.454594,-2.1745281,19.84365448
51:54.0,1.42163E+12,7.923922,-14.766193,-7.682474,18.43500481
51:54.1,1.42163E+12,7.304061,-14.557528,3.7121305,16.70481492
51:54.1,1.42163E+12,3.9145098,-16.814384,-1.4117143,17.32165793
51:54.1,1.42163E+12,2.8481274,-17.33575,-7.2115536,18.99069675
51:54.1,1.42163E+12,3.0654752,-13.220657,-7.1217403,15.32651606
51:54.1,1.42163E+12,3.4446368,-10.292148,-8.100255,13.54281965
51:54.2,1.42163E+12,1.0732682,-7.591164,-9.313183,12.06287914
51:54.2,1.42163E+12,-1.3391153,-3.7784426,-5.619764,6.903014246
51:54.2,1.42163E+12,-0.9116043,-2.3146367,-7.0489917,7.475081902
51:54.2,1.42163E+12,1.4500346,-1.5865507,-4.572092,5.052105375
51:54.2,1.42163E+12,2.9594958,-0.6673123,0.916544,3.169222933
51:54.3,1.42163E+12,2.6863139,-1.3313315,-0.4099974,3.026024422
51:54.3,1.42163E+12,2.658322,-4.121679,0.3026706,4.913911184
51:54.3,1.42163E+12,5.303172,-13.636642,1.1455678,14.67630621
51:54.3,1.42163E+12,4.2933717,-18.762434,0.24713607,19.2489752
51:54.3,1.42163E+12,-2.2068608,-18.542091,-2.0188518,18.7817767
51:54.4,1.42163E+12,-3.0846355,-19.362535,-2.9394374,19.82581726
51:54.4,1.42163E+12,-2.735711,-19.551443,-2.525548,19.90279957
51:54.4,1.42163E+12,-0.14235397,-19.39891,4.7716274,19.97764756
51:54.4,1.42163E+12,3.3401542,-19.556383,7.4744067,21.20083729
51:54.4,1.42163E+12,3.3811688,-15.958763,-0.36419266,16.31707864
51:54.5,1.42163E+12,1.9580781,-8.398136,2.3920257,8.948996875
51:54.5,1.42163E+12,-0.7113208,-6.5015798,4.0454874,7.69041517
51:54.5,1.42163E+12,-2.5315356,-2.384691,1.9438577,3.984219675
51:54.5,1.42163E+12,-5.849536,1.5539186,-0.068407744,6.052802165
51:54.5,1.42163E+12,-8.972791,3.5182836,-0.23516098,9.640777899
51:54.6,1.42163E+12,-9.494456,4.167484,0.25791368,10.3720363
51:54.6,1.42163E+12,-6.410569,2.2592518,-0.6941066,6.832378617
51:54.6,1.42163E+12,0.5867798,-5.955665,-9.403146,11.14600425
51:54.6,1.42163E+12,5.6318884,-16.009956,-17.944384,24.6989428
51:54.6,1.42163E+12,4.3301954,-12.193045,-5.957611,14.24479089
51:54.7,1.42163E+12,0.3824547,-2.1537213,8.547975,8.823415645
51:54.7,1.42163E+12,-3.0055997,-9.566307,6.0911336,11.73242378
51:54.7,1.42163E+12,-6.927145,-18.068476,9.166787,21.41226627
51:54.7,1.42163E+12,-4.183201,-7.8131523,6.5286736,11.00763819
51:54.7,1.42163E+12,-5.6895185,-7.1374574,5.3688855,10.58956328
51:54.8,1.42163E+12,-3.968697,-13.232932,9.032217,16.50581683
51:54.8,1.42163E+12,-0.64291304,-18.13359,10.263107,20.84638551
51:54.8,1.42163E+12,4.74633,-19.113453,-4.1570053,20.12790171
51:54.9,1.42163E+12,7.4143815,-14.371315,-2.3694227,16.34386465
51:54.9,1.42163E+12,5.8704925,-14.482833,4.0314164,16.13900406
51:54.9,1.42163E+12,3.543581,-17.190851,-2.6964927,17.7581924
51:54.9,1.42163E+12,3.1346314,-16.551682,-6.1489134,17.93302058
51:54.9,1.42163E+12,3.6206708,-12.1556225,-7.743996,14.86061538
51:54.9,1.42163E+12,4.0342607,-9.974508,-7.6164613,13.18243346
51:54.9,1.42163E+12,2.0636086,-7.890242,-8.981024,12.13149584
51:55.0,1.42163E+12,-1.1000624,-4.5449986,-6.145321,7.722183613
51:55.0,1.42163E+12,0.32003447,-3.3793726,-5.5976095,6.546435163
51:55.0,1.42163E+12,3.5274148,-1.7304016,-0.92148376,4.035601218
51:55.0,1.42163E+12,4.31837,-0.37886214,0.91489744,4.430450689
51:55.0,1.42163E+12,1.9450552,-1.475332,-1.4088702,2.818644973
51:55.1,1.42163E+12,1.1035053,-4.1055126,0.04670288,4.251486659
51:55.1,1.42163E+12,4.123625,-12.982054,1.585952,13.713251
51:55.1,1.42163E+12,3.1034963,-18.673368,0.24129821,18.93104822
51:55.2,1.42163E+12,-3.6504588,-18.932928,-3.17864,19.54188743
51:55.2,1.42163E+12,-3.7958066,-19.492914,-5.14076,20.51363589
51:55.2,1.42163E+12,-1.7543519,-19.493961,-2.7649004,19.76706706
51:55.2,1.42163E+12,2.0796254,-19.52884,9.118138,21.65273364
51:55.2,1.42163E+12,2.7171497,-19.398012,2.2475762,19.71591669
51:55.2,1.42163E+12,2.4890242,-15.794555,1.075214,16.02558249
51:55.2,1.42163E+12,2.2963746,-9.746383,2.3420298,10.28350239
51:55.3,1.42163E+12,0.30880782,-6.2569885,3.6821928,7.266623093
51:55.3,1.42163E+12,-1.8223104,-2.0531304,2.5731492,3.76261298
51:55.3,1.42163E+12,-5.8405547,1.3867164,0.5629793,6.029262581
51:55.3,1.42163E+12,-8.474926,3.74132,-1.287323,9.353023391
51:55.3,1.42163E+12,-8.378826,5.0195117,-0.7566765,9.796569919
51:55.4,1.42163E+12,-6.1180773,2.391876,-0.5366341,6.59089651
51:55.4,1.42163E+12,0.68587375,-4.38573,-8.585397,9.665096589
51:55.4,1.42163E+12,4.921915,-12.762311,-16.362474,21.32679968
51:55.4,1.42163E+12,3.2906072,-9.819281,-2.1517754,10.5771694
51:55.4,1.42163E+12,-0.7415579,0.5195696,12.385544,12.41859738
51:55.5,1.42163E+12,-2.0233424,-6.815028,6.7720675,9.818320596
51:55.5,1.42163E+12,-11.167976,-17.59531,2.0700452,20.94286774
51:55.5,1.42163E+12,-2.1055214,-10.273736,-0.42646316,10.49593934
51:55.5,1.42163E+12,-1.4194981,-4.1814046,6.492449,7.851815924
51:55.5,1.42163E+12,-1.4367124,-10.962154,9.575438,14.62607178
51:55.6,1.42163E+12,1.0563533,-16.580122,11.496393,20.20354869
51:55.6,1.42163E+12,4.264482,-19.142792,-1.3708493,19.65989624
51:55.6,1.42163E+12,8.468789,-14.163996,-5.1422567,17.28531093
51:55.6,1.42163E+12,5.891598,-13.683196,2.6512866,15.13175801
51:55.6,1.42163E+12,2.8562105,-16.146923,-0.9071137,16.42266471
51:55.7,1.42163E+12,1.1352392,-16.673378,-5.46768,17.58368069
51:55.7,1.42163E+12,0.39907014,-12.155922,-8.051456,14.58600838
51:55.7,1.42163E+12,2.080823,-10.159373,-9.873917,14.31911034
51:55.7,1.42163E+12,1.2662169,-7.848928,-7.933652,11.23173228
51:55.7,1.42163E+12,-0.48933244,-4.3113346,-6.1198735,7.50199333
51:55.8,1.42163E+12,0.7388635,-3.0946646,-7.171886,7.845942713
51:55.8,1.42163E+12,3.2886612,-1.7304016,-1.397943,3.9703686
51:55.8,1.42163E+12,3.77006,-0.5640271,1.2311897,4.005909017
51:55.8,1.42163E+12,2.9364436,-1.6175363,0.382305,3.374208324
51:55.8,1.42163E+12,2.6268873,-4.077371,-0.15073654,4.852650066
51:55.9,1.42163E+12,5.309758,-13.881384,0.78856015,14.88315084
51:55.9,1.42163E+12,2.56312,-18.805843,0.10074051,18.97997534
51:55.9,1.42163E+12,-4.5460463,-17.877474,-2.669848,18.63863466
51:55.9,1.42163E+12,-4.750671,-19.200722,-5.846991,20.62580675
51:55.9,1.42163E+12,-4.0996747,-19.529438,-6.2492046,20.91073503
51:56.0,1.42163E+12,-2.1534219,-19.176771,1.7789007,19.37911916
51:56.0,1.42163E+12,2.7888505,-19.526146,7.7901006,21.20692651
51:56.0,1.42163E+12,3.5693276,-15.92194,-0.7984396,16.33663915
51:56.0,1.42163E+12,2.9006681,-9.210796,2.2020707,9.904632944
51:56.0,1.42163E+12,1.0225236,-6.8246083,3.7712576,7.864045832
51:56.1,1.42163E+12,-0.997825,-2.8005264,2.0754342,3.625745436
51:56.1,1.42163E+12,-4.5565248,0.64635587,0.5441185,4.634194548
51:56.1,1.42163E+12,-7.3384895,3.1687605,-0.72793627,8.026478833
51:56.1,1.42163E+12,-7.850874,4.647685,-0.17797989,9.125178095
51:56.1,1.42163E+12,-6.5851064,2.999762,0.24414231,7.240290313
51:56.2,1.42163E+12,0.0411644,-4.7383966,-7.9055104,9.216897066
51:56.2,1.42163E+12,3.9411542,-15.260765,-17.235758,23.35583436
51:56.2,1.42163E+12,4.5556264,-14.008619,-8.109836,16.8156052
51:56.2,1.42163E+12,-0.17289047,-1.4886544,10.251881,10.36084201
51:56.2,1.42163E+12,-3.1075377,-9.200317,8.731343,13.05905717
51:56.3,1.42163E+12,-9.689052,-17.908459,6.087092,21.2519016
51:56.3,1.42163E+12,-5.2126102,-9.562265,5.630841,12.26028496
51:56.3,1.42163E+12,-3.042573,-9.453591,6.2554917,11.73706989
51:56.3,1.42163E+12,-1.1591895,-13.5168915,8.71368,16.12384245
51:56.3,1.42163E+12,1.9246975,-17.648151,7.2965765,19.19379386
51:56.4,1.42163E+12,5.74655,-18.866766,-4.1444316,20.153263
51:56.4,1.42163E+12,7.475455,-13.745915,0.022004241,15.64714322
51:56.4,1.42163E+12,6.2719574,-14.645245,2.2237756,16.08619994
51:56.4,1.42163E+12,2.9081526,-17.334553,-3.7175193,17.96563467
51:56.5,1.42163E+12,1.9516416,-16.01774,-5.116959,16.92808817
51:56.5,1.42163E+12,0.5420229,-11.046129,-6.9186125,13.04522724
51:56.5,1.42163E+12,0.66027695,-10.282268,-10.210418,14.50564154
51:56.5,1.42163E+12,0.0597258,-7.380253,-8.913364,11.57237051
51:56.5,1.42163E+12,-0.21420456,-4.126619,-6.1676245,7.423911364
51:56.5,1.42163E+12,1.3364209,-3.5504668,-8.479567,9.289504391
51:56.6,1.42163E+12,3.526367,-1.9196081,-2.7957363,4.892473907
51:56.6,1.42163E+12,4.559668,-0.5599855,3.7853284,5.952551312
51:56.6,1.42163E+12,3.1876214,-1.7381854,1.5849042,3.961583017
51:56.6,1.42163E+12,1.6941769,-5.7697515,-0.291893,6.02042102
51:56.6,1.42163E+12,3.9853125,-14.986086,0.29518616,15.509759
51:56.7,1.42163E+12,0.8364606,-18.956131,-0.38170624,18.97841586
51:56.7,1.42163E+12,-4.643793,-19.127224,-1.4403049,19.73550074
51:56.7,1.42163E+12,-5.426815,-19.51941,-4.2219706,20.69499272
51:56.7,1.42163E+12,-2.975213,-19.286793,-3.1972015,19.77509479
51:56.8,1.42163E+12,0.7749385,-18.962118,6.1798987,19.95879748
51:56.8,1.42163E+12,2.6009912,-18.774559,2.12543,19.07266823
51:56.8,1.42163E+12,2.2854474,-14.062357,2.3008654,14.4314634
51:56.8,1.42163E+12,1.321003,-8.058941,3.1211596,8.742609234
51:56.8,1.42163E+12,0.17109421,-4.8195276,4.3864784,6.519072961
51:56.8,1.42163E+12,-1.8279986,-0.9291179,2.9861403,3.622412572
51:56.9,1.42163E+12,-4.9398775,2.1252804,0.25027955,5.383479019
51:56.9,1.42163E+12,-6.908284,4.408333,-0.25821304,8.199052484
51:56.9,1.42163E+12,-7.3203773,5.496121,0.17304017,9.155610999
51:56.9,1.42163E+12,-6.124514,2.7596612,-0.21555176,6.721001729
51:56.9,1.42163E+12,3.0329928,-7.089108,-13.85923,15.85978416
51:57.0,1.42163E+12,4.0552173,-16.933088,-18.755697,25.59199927
51:57.0,1.42163E+12,1.8378781,-9.111253,2.1049228,9.530132587
51:57.0,1.42163E+12,0.22887406,2.7783723,16.015495,16.25631619
51:57.0,1.42163E+12,-3.6630328,-11.837983,7.110813,14.28703301
51:57.0,1.42163E+12,-8.380323,-18.512901,2.527494,20.47792819
51:57.1,1.42163E+12,-2.045197,-3.0442195,2.7786717,4.601208488
51:57.1,1.42163E+12,-2.477947,-5.239255,6.936126,9.038797386
51:57.1,1.42163E+12,-2.0176542,-12.7515335,10.14665,16.42032403
51:57.1,1.42163E+12,0.28425887,-17.944534,12.234958,21.72052718
51:57.1,1.42163E+12,5.4136424,-19.298319,-3.0662239,20.27644864
51:57.2,1.42163E+12,8.287516,-13.804593,-4.353098,16.67930369
51:57.2,1.42163E+12,5.6646705,-14.309493,3.9842646,15.8973094
51:57.2,1.42163E+12,2.56312,-17.178127,-3.7962556,17.77833479
51:57.2,1.42163E+12,1.2220588,-16.943117,-5.918093,17.98850928
51:57.2,1.42163E+12,0.14804214,-10.735375,-9.16559,14.11659424
51:57.3,1.42163E+12,1.5549664,-10.481953,-10.924732,15.21969213
51:57.3,1.42163E+12,0.4830455,-6.613996,-9.175469,11.32110893
51:57.3,1.42163E+12,0.052091673,-4.1192837,-5.728737,7.05617739
51:57.3,1.42163E+12,1.8380278,-2.765499,-4.4110274,5.52118589
51:57.3,1.42163E+12,4.228856,-0.821342,-0.32347733,4.32000733
51:57.4,1.42163E+12,4.405788,-0.459245,0.62135786,4.473025761
51:57.4,1.42163E+12,1.9164647,-1.8357825,-1.2241544,2.922582476
51:57.5,1.42163E+12,1.3489947,-4.3995013,0.34563124,4.614635342
51:57.5,1.42163E+12,4.7032194,-13.801749,1.8824854,14.70211888
51:57.5,1.42163E+12,2.925217,-18.795065,-0.27348128,19.02330557
51:57.5,1.42163E+12,-3.0789473,-17.66267,-2.0507355,18.0459232
51:57.5,1.42163E+12,-3.2874637,-19.229162,-4.9177237,20.11845161
51:57.5,1.42163E+12,-2.5177643,-19.503242,-3.5202296,19.97767759
51:57.5,1.42163E+12,-0.9741742,-18.712137,4.1748185,19.19693194
51:57.5,1.42163E+12,1.6130457,-19.43289,6.2593837,20.47972203
51:57.6,1.42163E+12,2.400109,-16.173267,-0.26494902,16.35253151
51:57.6,1.42163E+12,1.9429595,-8.612491,1.3172607,8.926660551
51:57.6,1.42163E+12,0.16944763,-6.1713667,3.7251534,7.210495635
51:57.6,1.42163E+12,-1.7221687,-2.7138565,3.2895594,4.599139396
51:57.6,1.42163E+12,-4.6319675,0.98390394,0.44682083,4.756347205
51:57.7,1.42163E+12,-6.7716184,3.147355,-0.8605605,7.516729583
51:57.7,1.42163E+12,-7.21784,4.4595265,-0.44442582,8.496005248
51:57.7,1.42163E+12,-5.037325,1.3668077,-1.8422191,5.535031857
51:57.8,1.42163E+12,1.0349479,-7.7320213,-13.099111,15.246048
51:57.8,1.42163E+12,4.3054967,-16.117584,-17.027092,23.83769447
51:57.8,1.42163E+12,2.925217,-10.150243,-2.1133053,10.77266851
51:57.8,1.42163E+12,-0.7021898,1.6411872,12.947326,13.06980553
51:57.8,1.42163E+12,-2.8801606,-0.75083864,7.151079,7.745773984
51:57.8,1.42163E+12,-14.093043,-15.791411,6.6511188,22.18602947
51:57.8,1.42163E+12,-4.668492,-15.072456,-2.6917026,16.00684261
51:57.9,1.42163E+12,1.527274,-6.2266016,3.9974372,7.555305257
51:57.9,1.42163E+12,0.8975336,-9.017398,6.4610143,11.12940875
51:57.9,1.42163E+12,1.7844392,-14.3539505,8.5348015,16.79472997
51:57.9,1.42163E+12,3.742218,-18.863323,4.078868,19.65874651
51:57.9,1.42163E+12,9.091495,-15.440392,-3.5307078,18.26271842
51:58.0,1.42163E+12,6.7385373,-13.9262905,1.0746154,15.50819945
51:58.0,1.42163E+12,3.330574,-16.267422,0.71446425,16.62023468
51:58.0,1.42163E+12,0.6936575,-17.618961,-4.1968226,18.12518324
51:58.0,1.42163E+12,-0.3489244,-15.372133,-6.7614393,16.79706173
51:58.0,1.42163E+12,0.1498384,-11.034753,-9.868229,14.80439695
51:58.1,1.42163E+12,1.7345929,-10.036928,-10.251582,14.45142449
51:58.1,1.42163E+12,0.767005,-5.065766,-6.23708,8.071644737
51:58.1,1.42163E+12,1.2798386,-3.0716126,-5.9568624,6.823269045
51:58.1,1.42163E+12,3.6536024,-2.1198916,-5.714217,7.105985281
51:58.1,1.42163E+12,5.4880376,-1.0303074,-0.58588165,5.614565642
51:58.2,1.42163E+12,4.0558157,-1.8871257,1.597478,4.750033722
51:58.2,1.42163E+12,1.9962487,-3.0457163,0.70907545,3.710011408
51:58.2,1.42163E+12,2.4412735,-10.496472,-1.9842737,10.9577864
51:58.2,1.42163E+12,3.8407133,-17.836458,-0.6890172,18.25828736
51:58.2,1.42163E+12,-2.49576,-19.208357,-2.0646565,19.47954319
51:58.3,1.42163E+12,-3.9481897,-19.47091,-1.8314415,19.95140888
51:58.3,1.42163E+12,-3.2359707,-18.641785,-4.28454,19.39961178
51:58.3,1.42163E+12,-1.9484981,-17.424665,-2.0815713,17.65640208
51:58.3,1.42163E+12,2.9687765,-19.025137,8.989856,21.25057606
51:58.3,1.42163E+12,3.4106574,-18.4174,-0.17753083,18.73138339
