time,time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G)
41:40.7,1.42171E+12,22.5,32.4,61.3,40.3,63.9,42.5,54.9,34,-1.41,-1.483,-1.562
41:40.7,1.42171E+12,25.5,35.7,59.6,35.5,63.9,39.3,49.5,37.5,-1.386,-1.488,-1.532
41:40.8,1.42171E+12,22.5,34,66.6,34,84.3,49.1,60.2,25.4,-1.386,-1.508,-1.552
41:40.8,1.42171E+12,21,25.8,82.5,35.5,134.4,109.2,69.3,57.1,-1.395,-1.518,-1.557
41:40.8,1.42171E+12,19.4,32.4,113.6,32.4,184.3,169,110.5,69.8,-1.41,-1.503,-1.566
41:40.8,1.42171E+12,19.4,35.7,165.9,37.1,196.3,149.7,122.2,46.3,-1.366,-1.498,-1.557
41:40.9,1.42171E+12,34.8,94.9,174,66.4,180.3,134.7,124.1,49.9,-1.391,-1.518,-1.557
41:40.9,1.42171E+12,45.8,117,169.9,79.9,188.3,138.4,122.2,53.5,-1.391,-1.522,-1.562
41:40.9,1.42171E+12,44.2,104,161.9,79.9,192.3,140.3,128.1,64.3,-1.391,-1.483,-1.527
41:40.9,1.42171E+12,37.9,89.5,157.9,71.4,180.3,140.3,130.1,57.1,-1.391,-1.503,-1.547
41:41.0,1.42171E+12,36.4,80.5,163.9,74.8,196.3,134.7,126.1,48.1,-1.386,-1.503,-1.562
41:41.0,1.42171E+12,27.1,80.5,155.9,73.1,166.6,134.7,124.1,51.7,-1.376,-1.513,-1.557
41:41.0,1.42171E+12,34.8,68.2,163.9,68.1,180.3,131,118.3,49.9,-1.366,-1.498,-1.562
41:41.0,1.42171E+12,21,59.5,152,66.4,174.4,129.2,116.3,49.9,-1.391,-1.478,-1.552
41:41.1,1.42171E+12,25.5,52.6,146.1,63.1,176.4,131,100.9,46.3,-1.391,-1.527,-1.562
41:41.1,1.42171E+12,25.5,52.6,146.1,58.2,174.4,129.2,104.8,51.7,-1.391,-1.483,-1.532
