time,time_milisec,ax,ay,az,resultant,MA_x,MA_y,MA_z,MA_R
41:41.2,1.42E+12,-1.9260448,-7.758965,-0.5530998,8.013557626,-2.193607382,-8.891926104,-1.817487517,9.921051703
41:41.2,1.42E+12,-1.6997154,-8.09801,-0.5113367,8.290251119,-2.14525792,-8.865269524,-1.816562441,9.88074717
41:41.2,1.42E+12,-1.0145901,-8.050409,-0.31299913,8.120126021,-2.091771146,-8.833742084,-1.783298616,9.83320833
41:41.2,1.42E+12,-0.26988876,-8.570578,-2.3830445,8.899806081,-2.021662935,-8.780069704,-1.751220326,9.760760305
41:41.3,1.42E+12,-0.9029224,-9.03132,-1.7101936,9.236058248,-1.978319071,-8.748575204,-1.713393988,9.713201743
41:41.3,1.42E+12,-2.2715263,-8.277786,-0.42017624,8.594074753,-1.974966041,-8.733193204,-1.687779253,9.694621862
41:41.3,1.42E+12,-2.2230272,-8.630603,-0.76925033,8.945440411,-1.979812961,-8.748248904,-1.683210753,9.70984992
41:41.3,1.42E+12,-1.5838563,-9.171428,-0.77808195,9.339652234,-1.971589061,-8.803519972,-1.671157818,9.759606475
41:41.4,1.42E+12,-1.0141411,-8.743618,-0.83376616,8.841634685,-1.942747037,-8.883157372,-1.636891078,9.817788244
41:41.4,1.42E+12,-0.87148774,-9.254954,-0.47556105,9.3080515,-1.889957812,-8.985044492,-1.596121859,9.884019886
41:41.4,1.42E+12,-1.190175,-9.870923,-0.8599617,9.979537641,-1.831109192,-9.106154634,-1.572243513,9.963853802
