time,time_milisec,gx,gy,gz,resultant,MA_x,MA_y,MA_z,MA_R
02:03.3,1.42E+12,-0.002132127,-0.005329518,0.001065797,0.005838292,0.000852499,-0.000277374,0.000937731,0.006758952
02:03.3,1.42E+12,-0.004263721,-0.002132127,-0.002132127,0.005222188,0.000703277,-2.56E-07,0.000937731,0.006534527
02:03.3,1.42E+12,0.001065797,0.002131594,0,0.002383195,0.000703277,0.000212914,0.001065637,0.006367953
02:03.4,1.42E+12,0.001065797,0.004263188,-0.005329518,0.006907565,0.000703277,0.000639254,0.001023005,0.006158429
02:03.4,1.42E+12,-0.00106633,-0.007461112,0,0.007536926,0.000554055,0.000511359,0.001044332,0.006177764
02:03.4,1.42E+12,0.002131594,-0.006395315,-0.004263721,0.007976407,0.00057537,0.000255557,0.000937742,0.006205892
02:03.4,1.42E+12,-0.005329518,-0.011724833,-0.003197924,0.01327035,0.000404832,-4.29E-05,0.000745887,0.006314659
02:03.5,1.42E+12,0.005328985,-0.010659036,-0.002132127,0.01210616,0.00057537,-0.000447917,0.000703245,0.006354553
02:03.5,1.42E+12,0.003197391,-0.005329518,-0.008526909,0.010551552,0.000703277,-0.000639771,0.000447443,0.006429091
02:03.5,1.42E+12,0,-0.007461112,-0.003197924,0.008117568,0.000618013,-0.001002158,0.000404811,0.006360869
02:03.5,1.42E+12,0.001065797,-0.010659036,-0.006395315,0.012476018,0.000575381,-0.001300603,0.000276905,0.00650381
02:03.5,1.42E+12,-0.00106633,-0.011724833,-0.003197924,0.012199815,0.000490107,-0.001535099,0.000106367,0.006623514
02:03.5,1.42E+12,-0.00106633,-0.008526909,-0.002132127,0.008853881,0.000447464,-0.001705638,4.24E-05,0.006770446
02:03.6,1.42E+12,-0.002132127,-0.010659036,-0.004263721,0.011676486,0.000319558,-0.001790912,-0.000149446,0.006816922
02:03.6,1.42E+12,0.003197391,-0.011724833,0.001065797,0.012199629,0.000404832,-0.002110672,-0.000106804,0.006970474
02:03.6,1.42E+12,-0.00106633,0.003197391,-0.004263721,0.005435042,0.000426148,-0.001897502,-0.000256026,0.006911321
02:03.6,1.42E+12,-0.003197924,0.005328985,0.002131594,0.006570274,0.000298242,-0.001726964,-0.00023471,0.006949805
02:03.6,1.42E+12,0.003197391,0.013855628,0.001065797,0.014259652,0.000319558,-0.001449852,-0.000128119,0.00713966
02:03.7,1.42E+12,0,0.01705302,0.001065797,0.017086293,0.00025561,-0.000980885,-0.000106804,0.007338385
02:03.7,1.42E+12,0.004263188,0.011724034,0.003197391,0.012878317,0.000340874,-0.000703762,4.24E-05,0.007500609
02:03.7,1.42E+12,0.001065797,0.011724034,0,0.011772379,0.00036219,-0.000298743,-2.13E-07,0.007560271
02:03.7,1.42E+12,0.003197391,0.00959244,0.004263188,0.010973285,0.000383506,-6.43E-05,0.000106377,0.007715778
02:03.7,1.42E+12,0.006394783,0.00959244,-0.002132127,0.011724083,0.000511401,0.000148924,0.000106377,0.007902581
02:03.8,1.42E+12,-0.005329518,0.004263188,0.002131594,0.007149981,0.000362179,0.000319462,0.000127693,0.00794789
02:03.8,1.42E+12,0.001065797,0.002131594,0.003197391,0.003987847,0.000383495,0.000340778,0.000234283,0.007979973
02:03.8,1.42E+12,0.001065797,0.003197391,0,0.003370346,0.000490085,0.000319462,0.000191652,0.007919478
02:03.8,1.42E+12,-0.00106633,-0.005329518,0.001065797,0.005538659,0.000447443,6.37E-05,0.00025561,0.007873608
02:03.8,1.42E+12,0,-0.010659036,-0.009593239,0.014340338,0.000468769,-0.000298732,-2.03E-07,0.007996683
02:03.9,1.42E+12,0.002131594,-0.01811988,-0.005329518,0.019007301,0.000490085,-0.000852979,-0.000170741,0.008173483
02:03.9,1.42E+12,-0.00106633,-0.002132127,-0.006395315,0.00682518,0.000447443,-0.001002201,-0.00027732,0.008199223
02:03.9,1.42E+12,-0.005329518,0,-0.005329518,0.007537077,0.000255589,-0.000959558,-0.000426543,0.008245534
02:03.9,1.42E+12,0.006394783,0,0,0.006394783,0.000362168,-0.001023506,-0.000447859,0.008302733
02:03.9,1.42E+12,0,0.007460579,-0.00106633,0.007536399,0.000404811,-0.000874295,-0.000511817,0.008393163
02:04.0,1.42E+12,0,-0.003197924,0.002131594,0.003843229,0.000404811,-0.000916926,-0.000554449,0.008382137
02:04.0,1.42E+12,0.001065797,0,-0.00106633,0.001507641,0.000511401,-0.000959558,-0.000597091,0.008314598
02:04.0,1.42E+12,-0.002132127,0.002131594,0,0.003014906,0.000426127,-0.000725062,-0.000661039,0.008168211
02:04.0,1.42E+12,0.002131594,0.008526376,0.001065797,0.008853175,0.000447443,-0.000447944,-0.000618397,0.008234501
02:04.0,1.42E+12,0,0.007460579,0,0.007460579,0.000404811,-0.00014951,-0.000618397,0.00822852
02:04.1,1.42E+12,0.003197391,-0.00106633,0.002131594,0.00398799,0.000404811,-0.000192152,-0.000554438,0.00823758
02:04.1,1.42E+12,0.003197391,-0.00106633,-0.006395315,0.007229137,0.000575349,-0.000320059,-0.000724976,0.008225516
02:04.1,1.42E+12,0,-0.010659036,0,0.010659036,0.000532717,-0.000575871,-0.00081024,0.00833427
02:04.2,1.42E+12,0.001065797,-0.004263721,-0.004263721,0.00612328,0.000596676,-0.000725094,-0.000938147,0.008368843
02:04.2,1.42E+12,0.002131594,-0.006395315,-0.004263721,0.007976407,0.00068195,-0.000789041,-0.001151317,0.008379152
02:04.2,1.42E+12,0.004263188,0.001065797,-0.00106633,0.004521919,0.000724582,-0.000703767,-0.001172643,0.008392726
02:04.2,1.42E+12,-0.00106633,0.003197391,-0.002132127,0.003988275,0.000660624,-0.000597177,-0.001257918,0.008398644
02:04.2,1.42E+12,0.003197391,-0.006395315,0.004263188,0.00832455,0.000660624,-0.000916932,-0.001257918,0.00834567
02:04.2,1.42E+12,0.001065797,0.006394783,0.002131594,0.006824431,0.000660624,-0.000959564,-0.001257918,0.008305095
02:04.2,1.42E+12,-0.002132127,0,0,0.002132127,0.000532717,-0.001002196,-0.001321865,0.008232947
02:04.3,1.42E+12,0.006394783,-0.002132127,-0.00106633,0.006824681,0.000660613,-0.001130102,-0.001279234,0.008262855
02:04.3,1.42E+12,0,0.004263188,-0.00106633,0.004394523,0.00068194,-0.000852973,-0.001364508,0.008147383
02:04.3,1.42E+12,-0.002132127,-0.00106633,0.003197391,0.003988275,0.00068194,-0.00076771,-0.001321876,0.008110383
02:04.3,1.42E+12,0.001065797,0.001065797,-0.003197924,0.003535331,0.00078853,-0.000703751,-0.001343192,0.008076646
02:04.3,1.42E+12,0.001065797,-0.003197924,0.002131594,0.003988274,0.00078853,-0.000810341,-0.00130056,0.008108747
02:04.4,1.42E+12,0.003197391,0.001065797,-0.002132127,0.003988132,0.000831162,-0.000874289,-0.001236612,0.008050359
02:04.4,1.42E+12,0.001065797,-0.004263721,0.002131594,0.004884561,0.000873804,-0.000810341,-0.00119398,0.007997311
02:04.4,1.42E+12,0.004263188,-0.003197924,0,0.005329305,0.000916436,-0.000746394,-0.001108706,0.007944369
02:04.5,1.42E+12,0.002131594,-0.00106633,-0.005329518,0.005838194,0.001065658,-0.000533224,-0.001151338,0.007795726
02:04.5,1.42E+12,0,-0.002132127,0.001065797,0.002383671,0.000959079,-0.000362685,-0.001087379,0.007601276
02:04.5,1.42E+12,0.001065797,0.008526376,-0.003197924,0.009168518,0.000916447,-8.56E-05,-0.0009808,0.007573616
02:04.5,1.42E+12,-0.00106633,0,0.001065797,0.001507641,0.00089512,6.37E-05,-0.000895525,0.007441417
02:04.5,1.42E+12,0,0.004263188,0.001065797,0.004394394,0.000873804,0.000362099,-0.000746303,0.007279785
02:04.5,1.42E+12,-0.00106633,0,-0.003197924,0.00337102,0.000873804,0.000596596,-0.000746303,0.007103209
02:04.5,1.42E+12,0.005328985,-0.006395315,0,0.00832455,0.001001711,0.000639228,-0.000703661,0.007092622
02:04.6,1.42E+12,0,0.003197391,-0.003197924,0.004522171,0.001044353,0.000916356,-0.000682345,0.006949536
02:04.6,1.42E+12,-0.004263721,-0.00106633,0.002131594,0.004884677,0.000895131,0.001129526,-0.000661029,0.006803237
02:04.6,1.42E+12,0.004263188,0.002131594,-0.00106633,0.004884212,0.001001721,0.00110821,-0.000597081,0.00679222
02:04.6,1.42E+12,-0.002132127,0.003197391,0,0.003843082,0.001023037,0.001065579,-0.000639713,0.006737676
02:04.6,1.42E+12,0.002131594,-0.003197924,0.001065797,0.003988274,0.001001721,0.000724508,-0.000639713,0.006532249
02:04.7,1.42E+12,0.002131594,-0.002132127,-0.003197924,0.00439504,0.001044353,0.000340805,-0.000724987,0.006278424
02:04.7,1.42E+12,0,-0.006395315,0.002131594,0.006741198,0.000959089,-2.16E-05,-0.000746303,0.006155681
02:04.7,1.42E+12,0.002131594,0.001065797,-0.004263721,0.004884561,0.000980405,-0.000234747,-0.000831578,0.006017925
02:04.7,1.42E+12,-0.002132127,-0.002132127,0.002131594,0.003692644,0.000873815,-0.000469238,-0.000874209,0.005872312
02:04.7,1.42E+12,0.002131594,0.001065797,0.001065797,0.002610659,0.000788551,-0.000639771,-0.000810251,0.005690044
02:04.8,1.42E+12,0.001065797,0.001065797,0,0.001507265,0.000916458,-0.000703719,-0.000852883,0.005577189
02:04.8,1.42E+12,0.001065797,-0.002132127,0.003197391,0.003988132,0.000916458,-0.000788994,-0.000852883,0.005577195
02:04.8,1.42E+12,0.001065797,0.002131594,-0.003197924,0.003988274,0.000916458,-0.000810309,-0.000916841,0.005589554
02:04.8,1.42E+12,0.003197391,-0.005329518,0,0.006215068,0.001001732,-0.000810309,-0.000938157,0.005603082
02:04.8,1.42E+12,0.001065797,0.002131594,-0.00106633,0.002610876,0.001023048,-0.000554497,-0.000767619,0.005368493
02:04.9,1.42E+12,-0.006395315,0.005328985,0,0.00832455,0.00085251,-8.55E-05,-0.000661029,0.005154837
02:04.9,1.42E+12,0.005328985,-0.002132127,0.004263188,0.007149743,0.000980416,-8.55E-05,-0.000447859,0.005161329
02:04.9,1.42E+12,-0.003197924,0.005328985,0,0.006214886,0.001023048,2.11E-05,-0.000341268,0.005134885
02:04.9,1.42E+12,-0.003197924,-0.006395315,0.002131594,0.007461264,0.000831194,-0.000106846,-0.000298636,0.005156215
02:04.9,1.42E+12,0.005328985,-0.006395315,-0.00106633,0.008392568,0.000937773,-0.000383964,-0.000298636,0.005173338
02:05.0,1.42E+12,0.002131594,0,0.004263188,0.004766389,0.000980405,-0.000320006,-0.000256004,0.005191801
02:05.0,1.42E+12,0.002131594,0.008526376,0.001065797,0.008853175,0.001001721,-0.000149478,-0.000213362,0.005338712
02:05.0,1.42E+12,0.001065797,0.004263188,-0.004263721,0.006122909,0.00106568,-0.000106846,-0.000298636,0.005400872
02:05.0,1.42E+12,0.002131594,-0.005329518,0.003197391,0.006570446,0.00106568,-0.000383964,-0.000256004,0.005355217
02:05.0,1.42E+12,-0.002132127,0.002131594,-0.002132127,0.003692644,0.001023037,-0.000490544,-0.000298647,0.005279859
02:05.1,1.42E+12,-0.002132127,-0.006395315,0.004263188,0.007976264,0.000916447,-0.000597123,-0.000256015,0.005359624
02:05.1,1.42E+12,0,0,-0.00106633,0.00106633,0.000852499,-0.000575797,-0.000149435,0.005236368
02:05.2,1.42E+12,0.001065797,0,-0.002132127,0.002383671,0.000873815,-0.000362616,-0.000192078,0.005070861
02:05.2,1.42E+12,0.002131594,0.001065797,0.002131594,0.003197391,0.000895131,-0.000256026,-6.42E-05,0.005012343
02:05.2,1.42E+12,-0.005329518,0.005328985,-0.002132127,0.007832484,0.000745909,-2.15E-05,-2.15E-05,0.005009464
02:05.2,1.42E+12,-0.00106633,-0.005329518,0.003197391,0.006305881,0.000639318,-0.000149446,6.37E-05,0.005045144
02:05.2,1.42E+12,0,0.002131594,-0.002132127,0.003014906,0.000660645,-0.000170762,6.37E-05,0.005025676
02:05.2,1.42E+12,-0.004263721,0,0.002131594,0.004766866,0.000511423,-4.29E-05,2.11E-05,0.004954523
02:05.2,1.42E+12,0.004263188,-0.003197924,0,0.005329305,0.000575371,-0.00023471,-2.15E-05,0.00492462
02:05.2,1.42E+12,0.002131594,0.002131594,-0.00106633,0.003197569,0.000660645,-0.000192078,-4.29E-05,0.004945929
02:05.3,1.42E+12,-0.002132127,0.003197391,0.003197391,0.004999259,0.000490107,-8.55E-05,4.24E-05,0.00490942
02:05.3,1.42E+12,0.002131594,0.002131594,-0.002132127,0.003692337,0.000532739,-0.00012812,2.11E-05,0.004895377
02:05.3,1.42E+12,0,-0.00106633,0.002131594,0.002383433,0.000575381,-0.00012812,-2.13E-07,0.00486328
02:05.3,1.42E+12,0,0,0.001065797,0.001065797,0.000554065,-0.000149435,8.51E-05,0.004813889
02:05.3,1.42E+12,0,-0.005329518,-0.00106633,0.005435147,0.000532749,-0.000192067,2.11E-05,0.004842827
02:05.4,1.42E+12,0.004263188,-0.003197924,0.003197391,0.006214885,0.000554065,-0.000277342,0.000127693,0.004887362
02:05.4,1.42E+12,0.001065797,0.005328985,-0.00106633,0.005538147,0.000554065,-8.55E-05,6.37E-05,0.004900433
02:05.4,1.42E+12,0.001065797,-0.00106633,0.002131594,0.002610876,0.000490117,-4.29E-05,0.000106367,0.004846065
02:05.5,1.42E+12,0.001065797,0.007460579,-0.003197924,0.00818675,0.000468801,0.000127682,0.000148998,0.004893036
02:05.5,1.42E+12,-0.00106633,0.001065797,0.001065797,0.001846322,0.000447475,0.000191641,0.000148998,0.004882289
02:05.5,1.42E+12,0.003197391,-0.00106633,0.002131594,0.00398799,0.000490107,-2.13E-07,0.000255589,0.004778678
02:05.5,1.42E+12,-0.003197924,0.002131594,-0.00106633,0.003988417,0.000447475,4.24E-05,0.000212946,0.004828294
02:05.5,1.42E+12,0.001065797,-0.006395315,0.002131594,0.00682493,0.000468791,-0.000170751,0.000234262,0.004876905
02:05.5,1.42E+12,0.001065797,0.003197391,-0.002132127,0.003988132,0.000511433,-0.000106804,0.000255578,0.004889247
02:05.5,1.42E+12,-0.004263721,0.004263188,0.004263188,0.007384366,0.000319579,0.000106367,0.000340842,0.004870443
02:05.6,1.42E+12,0.006394783,0.004263188,0.001065797,0.00775912,0.000447475,0.000127682,0.000426116,0.004935182
02:05.6,1.42E+12,0.001065797,0.004263188,-0.003197924,0.005434833,0.000554065,0.000234273,0.000319526,0.004946185
02:05.6,1.42E+12,-0.00106633,-0.003197924,0,0.00337102,0.000447475,0.000127682,0.000340853,0.004915922
02:05.6,1.42E+12,0.001065797,-0.003197924,-0.004263721,0.005435251,0.000511433,-2.24E-07,0.000255578,0.004947765
02:05.6,1.42E+12,0.001065797,-0.003197924,0.002131594,0.003988274,0.000490117,-2.24E-07,0.000276894,0.004947765
02:05.7,1.42E+12,0,0.010658237,-0.002132127,0.010869406,0.000447486,0.000255583,0.00029821,0.005077252
02:05.7,1.42E+12,-0.002132127,0.006394783,-0.00106633,0.006824681,0.000404843,0.000511385,0.000234251,0.005078922
02:05.7,1.42E+12,0.004263188,0.002131594,0.002131594,0.005221318,0.000447475,0.000532701,0.000362158,0.005085657
02:05.7,1.42E+12,-0.006395315,0.004263188,-0.00106633,0.007759632,0.000362211,0.000660608,0.000298199,0.005166997
02:05.8,1.42E+12,0.001065797,-0.006395315,0.001065797,0.006570533,0.000340895,0.000511385,0.000298199,0.005246194
02:05.8,1.42E+12,0.002131594,0.002131594,-0.00106633,0.003197569,0.000362211,0.000532701,0.000276873,0.00528
02:05.8,1.42E+12,0,0.001065797,0.002131594,0.002383195,0.000340895,0.00059666,0.000255557,0.005247902
02:05.8,1.42E+12,0.004263188,0.006394783,0.001065797,0.00775912,0.000404843,0.000681924,0.000340831,0.005323319
02:05.8,1.42E+12,-0.004263721,0.008526376,-0.00106633,0.009592469,0.000255621,0.000959041,0.000319505,0.005390867
02:05.9,1.42E+12,0.003197391,-0.004263721,0.003197391,0.006214977,0.000298253,0.000831135,0.000404779,0.005462949
02:05.9,1.42E+12,-0.002132127,0.002131594,0,0.003014906,0.000383516,0.000767187,0.000404779,0.005356756
02:05.9,1.42E+12,-0.003197924,-0.00106633,0.005328985,0.006305701,0.000212978,0.000788503,0.000426095,0.005339875
02:05.9,1.42E+12,0.004263188,0.001065797,-0.002132127,0.004884328,0.0003622,0.00070324,0.000383452,0.005313264
02:05.9,1.42E+12,0.002131594,0.002131594,0,0.003014529,0.000468791,0.000873778,0.000340821,0.005224329
02:05.9,1.42E+12,0.001065797,0.004263188,0.002131594,0.004884095,0.000383527,0.001086948,0.000404779,0.00515416
02:06.0,1.42E+12,-0.00106633,0.005328985,-0.004263721,0.006907566,0.000319569,0.001193527,0.000234241,0.005196983
02:06.0,1.42E+12,0.002131594,0,0.005328985,0.005739493,0.000319569,0.001023,0.000319505,0.005134709
02:06.0,1.42E+12,-0.00106633,0.004263188,0.001065797,0.004521919,0.000276926,0.001023,0.000426095,0.00510269
02:06.0,1.42E+12,-0.002132127,-0.005329518,0.002131594,0.006123187,0.000191652,0.001023,0.000404779,0.005093744
02:06.0,1.42E+12,0,-0.002132127,0.002131594,0.003014906,0.000234294,0.000937726,0.000490053,0.00508019
02:06.1,1.42E+12,-0.002132127,0,-0.00106633,0.002383909,0.000234294,0.001065632,0.000383463,0.004968343
02:06.1,1.42E+12,0.001065797,0.001065797,0.002131594,0.002610659,0.00025561,0.001086948,0.000447422,0.004999229
02:06.1,1.42E+12,-0.00106633,0.008526376,0.001065797,0.008658641,0.000212968,0.001257475,0.00051138,0.005124729
02:06.1,1.42E+12,0.001065797,0.001065797,0.006394783,0.006570015,0.000191652,0.001257475,0.000596644,0.005192181
02:06.1,1.42E+12,0.003197391,0.003197391,0.005328985,0.006988899,0.00036219,0.001214843,0.000745866,0.005175309
02:06.2,1.42E+12,-0.003197924,0.001065797,0,0.003370852,0.000319558,0.00134275,0.000681918,0.005116609
02:06.2,1.42E+12,0.001065797,-0.005329518,0.001065797,0.005538557,0.000340874,0.001193527,0.000745877,0.005167082
02:06.2,1.42E+12,0,0.002131594,-0.003197924,0.003843229,0.000426148,0.001236159,0.000639286,0.005148609
02:06.2,1.42E+12,-0.003197924,0.006394783,0.003197391,0.007832195,0.000276926,0.001428013,0.000703234,0.005198667
02:06.2,1.42E+12,0.002131594,0.008526376,-0.00106633,0.008853239,0.000276926,0.001555909,0.000703234,0.00531178
02:06.3,1.42E+12,-0.002132127,0,0.005328985,0.005739691,0.000276926,0.001491961,0.000745866,0.005326589
02:06.3,1.42E+12,-0.00106633,0,0.002131594,0.002383433,0.000212968,0.001449329,0.00083114,0.005300411
02:06.3,1.42E+12,-0.002132127,-0.003197924,0,0.003843525,0.000170325,0.001406698,0.000788509,0.005329613
02:06.3,1.42E+12,0,-0.002132127,0.002131594,0.003014906,0.000170325,0.001364055,0.000809825,0.005368595
02:06.3,1.42E+12,0,0.004263188,-0.00106633,0.004394523,0.000170325,0.001555909,0.000809825,0.005347782
02:06.4,1.42E+12,-0.002132127,-0.00106633,0.003197391,0.003988275,4.24E-05,0.001598541,0.000809825,0.00530325
02:06.4,1.42E+12,0.004263188,0.003197391,0.002131594,0.005739493,0.000106367,0.001555909,0.000873783,0.005307277
02:06.4,1.42E+12,-0.002132127,0.002131594,0.001065797,0.003197746,4.24E-05,0.001619868,0.000852467,0.005319014
02:06.4,1.42E+12,0.001065797,-0.004263721,0.003197391,0.005434938,4.24E-05,0.001385382,0.000980373,0.005263978
02:06.4,1.42E+12,0,-0.003197924,-0.00106633,0.00337102,6.37E-05,0.001300107,0.000937731,0.005294472
02:06.5,1.42E+12,0,-0.003197924,0.003197391,0.004522171,-2.13E-07,0.001257475,0.000959047,0.005305156
02:06.5,1.42E+12,0.002131594,0.004263188,-0.002132127,0.005221535,0.000106377,0.001300107,0.000937731,0.005329818
02:06.5,1.42E+12,-0.004263721,0.003197391,0.001065797,0.005434938,-2.13E-07,0.001491961,0.000916415,0.005302018
02:06.5,1.42E+12,0.003197391,0.001065797,0.001065797,0.003534849,4.24E-05,0.001449329,0.000980373,0.005292953
02:06.5,1.42E+12,0,0.001065797,0.001065797,0.001507265,0.000127693,0.001385382,0.000916426,0.005175411
02:06.6,1.42E+12,0,-0.00106633,0.002131594,0.002383433,-2.03E-07,0.001278791,0.000937741,0.005067897
02:06.6,1.42E+12,0,-0.003197924,-0.004263721,0.005329731,-2.15E-05,0.001129569,0.000916426,0.005065795
02:06.6,1.42E+12,0,-0.005329518,0.001065797,0.005435042,-1.92E-07,0.001086937,0.000937741,0.005107075
02:06.6,1.42E+12,0,0.005328985,-0.003197924,0.006214886,-2.15E-05,0.001257475,0.000959057,0.005122668
02:06.6,1.42E+12,-0.004263721,0,-0.003197924,0.005329731,-0.000128098,0.001321434,0.000852467,0.005149497
02:06.7,1.42E+12,0.006394783,-0.002132127,0.001065797,0.006824598,-2.03E-07,0.001065627,0.000916426,0.005068601
02:06.7,1.42E+12,-0.002132127,0.007460579,-0.00106633,0.007832194,-2.03E-07,0.001086942,0.000916426,0.005088751
02:06.7,1.42E+12,0.002131594,-0.002132127,0,0.003014906,-4.28E-05,0.001001668,0.000873794,0.005044623
02:06.8,1.42E+12,0.004263188,-0.003197924,-0.005329518,0.007536926,0.000170336,0.000852446,0.00078853,0.005040169
02:06.8,1.42E+12,0.001065797,-0.003197924,-0.002132127,0.003988559,0.000170336,0.000916394,0.000724571,0.004988529
02:06.8,1.42E+12,0.002131594,0.001065797,-0.003197924,0.003988274,0.000170336,0.000895078,0.00068194,0.005004343
02:06.8,1.42E+12,-0.007461112,0.001065797,-0.002132127,0.007832629,2.11E-05,0.000895078,0.000596665,0.005113332
02:06.8,1.42E+12,0.001065797,-0.003197924,0.002131594,0.003988274,-4.28E-05,0.000703224,0.000617981,0.005037915
02:06.8,1.42E+12,0.001065797,0.002131594,-0.002132127,0.003197746,6.38E-05,0.000575328,0.000596665,0.004910021
02:06.8,1.42E+12,0,-0.00106633,0.001065797,0.001507641,-1.92E-07,0.000639276,0.000554033,0.004815874
02:06.9,1.42E+12,0.001065797,-0.00106633,-0.002132127,0.002611311,6.38E-05,0.000575317,0.000511391,0.004807802
02:06.9,1.42E+12,-0.00106633,-0.007461112,-0.002132127,0.007832702,0.000106399,0.000447422,0.000362168,0.004838342
02:06.9,1.42E+12,-0.00106633,0.001065797,0.001065797,0.001846322,-1.92E-07,0.000447422,0.000426127,0.004777582
02:06.9,1.42E+12,-0.003197924,0.005328985,-0.004263721,0.007536851,-0.000106782,0.000511369,0.000340853,0.004868029
02:06.9,1.42E+12,0.005328985,-0.00106633,0.002131594,0.005837708,-2.15E-05,0.000404779,0.000340853,0.004887101
02:07.0,1.42E+12,0,0.005328985,-0.002132127,0.005739691,-1.92E-07,0.000404779,0.000383484,0.004863743
02:07.0,1.42E+12,-0.002132127,-0.005329518,0,0.005740185,-8.55E-05,0.000298189,0.000276905,0.004863757
02:07.0,1.42E+12,0.003197391,-0.006395315,-0.002132127,0.007461188,-1.92E-07,8.50E-05,0.000212946,0.004922542
02:07.1,1.42E+12,-0.003197924,-0.00106633,-0.004263721,0.005435356,-2.15E-05,0.000170282,8.50E-05,0.004908786
02:07.1,1.42E+12,0.001065797,0.002131594,0.001065797,0.002610659,-1.92E-07,0.000255557,6.37E-05,0.004900701
02:07.1,1.42E+12,0.002131594,0.005328985,-0.002132127,0.006122724,8.51E-05,0.000362136,4.24E-05,0.004975477
02:07.1,1.42E+12,0,0,0.003197391,0.003197391,6.38E-05,0.000340821,6.37E-05,0.004987212
02:07.1,1.42E+12,0.002131594,0,-0.002132127,0.003014906,0.000127725,0.000170293,-2.35E-07,0.004874337
02:07.1,1.42E+12,-0.00106633,-0.005329518,-0.00106633,0.005538762,8.51E-05,4.24E-05,-0.000149457,0.004853712
02:07.1,1.42E+12,0.001065797,-0.00106633,-0.00106633,0.00184663,4.25E-05,-4.29E-05,-0.000277363,0.004750867
02:07.2,1.42E+12,0.002131594,0,-0.004263721,0.004766866,0.000149041,-6.42E-05,-0.000362637,0.004778787
02:07.2,1.42E+12,-0.002132127,0.002131594,0.002131594,0.003692337,8.51E-05,8.50E-05,-0.000341322,0.004741863
02:07.2,1.42E+12,-0.00106633,0.003197391,-0.004263721,0.005435042,6.38E-05,0.000106335,-0.000362637,0.004773699
02:07.2,1.42E+12,0.001065797,-0.004263721,0,0.004394911,0.00014903,-0.000106836,-0.000426585,0.004704953
02:07.2,1.42E+12,0.001065797,0.004263188,0.002131594,0.004884095,0.000127714,-0.000192099,-0.000362627,0.00462557
02:07.3,1.42E+12,0,0.001065797,0,0.001065797,0.000170357,-0.000170783,-0.000469207,0.004532092
02:07.3,1.42E+12,0.008526376,-0.006395315,0,0.01065829,0.000362211,-0.00029869,-0.000511838,0.00469759
02:07.3,1.42E+12,0.001065797,0.005328985,-0.007461112,0.009230504,0.00042617,-0.000128151,-0.000661061,0.004805329
02:07.3,1.42E+12,-0.005329518,-0.002132127,0.001065797,0.005838292,0.000319579,-0.000128151,-0.000682377,0.004861797
02:07.4,1.42E+12,0.002131594,-0.00106633,-0.002132127,0.003197924,0.000362211,-0.000234742,-0.000703693,0.004837865
02:07.4,1.42E+12,-0.004263721,0.002131594,0.001065797,0.004884561,0.000319579,-0.000170783,-0.000746324,0.004855791
02:07.5,1.42E+12,0.001065797,0.001065797,0.001065797,0.001846015,0.000255631,-0.000213415,-0.00076764,0.004777921
02:07.5,1.42E+12,0,-0.002132127,-0.002132127,0.003015283,0.000298274,-0.00029869,-0.000831599,0.004774272
02:07.5,1.42E+12,0.001065797,-0.004263721,0.001065797,0.004522296,0.000298274,-0.00029869,-0.000874231,0.004756019
02:07.5,1.42E+12,0.003197391,0.001065797,-0.005329518,0.006305791,0.000362222,-0.000213415,-0.000959494,0.004814714
02:07.5,1.42E+12,-0.002132127,-0.00106633,0.001065797,0.002611311,0.000319579,-0.000170783,-0.001002126,0.004776497
02:07.5,1.42E+12,0.001065797,0.002131594,0,0.002383195,0.000298263,-0.000213415,-0.000959484,0.00471973
02:07.5,1.42E+12,-0.00106633,-0.004263721,0,0.00439504,0.000362211,-0.000362637,-0.0009808,0.004698932
02:07.5,1.42E+12,0.004263188,-0.004263721,0.002131594,0.006395137,0.000383527,-0.000469228,-0.000959484,0.004756138
02:07.5,1.42E+12,-0.00106633,0.002131594,-0.004263721,0.004884677,0.0003622,-0.000447912,-0.001066074,0.004823686
02:07.6,1.42E+12,0.003197391,-0.006395315,0,0.00715006,0.000426148,-0.000554492,-0.001108706,0.004919019
02:07.6,1.42E+12,0.002131594,0.001065797,-0.003197924,0.003988274,0.00046878,-0.000469217,-0.00108739,0.00489219
02:07.6,1.42E+12,-0.005329518,0,0,0.005329518,0.00036219,-0.000362627,-0.001108706,0.004890079
02:07.6,1.42E+12,0.006394783,-0.002132127,0.001065797,0.006824598,0.000490085,-0.000511849,-0.001023432,0.004902274
02:07.6,1.42E+12,-0.002132127,0.003197391,0.001065797,0.003988132,0.000532717,-0.000447901,-0.000938157,0.004875442
02:07.7,1.42E+12,-0.00106633,-0.002132127,0.003197391,0.003988275,0.000383495,-0.000447901,-0.000895525,0.004818715
02:07.7,1.42E+12,0.002131594,-0.003197924,-0.002132127,0.00439504,0.000468769,-0.000661071,-0.000916841,0.004749972
02:07.8,1.42E+12,0,-0.004263721,0.002131594,0.004766866,0.000426138,-0.000703703,-0.000874209,0.004785011
02:07.8,1.42E+12,0.002131594,0.005328985,-0.00106633,0.005837708,0.000383506,-0.000533165,-0.000788946,0.004751027
02:07.8,1.42E+12,-0.00106633,0,0,0.00106633,0.000340863,-0.000469207,-0.000746303,0.004692582
02:07.8,1.42E+12,0.004263188,0.002131594,0.002131594,0.005221318,0.000383495,-0.000447891,-0.000639713,0.004717243
