time,time_milisec,gx,gy,gz,resultant,MA_gx,MA_gy,MA_gz,MA_gR
35:51.0,1.42E+12,0.052226186,0.19291858,-0.041568484,0.204139883,0.015582438,0.051309708,-0.013493934,0.062928399
35:51.0,1.42E+12,0.06288496,0.14815272,-0.031975776,0.164092038,0.016882779,0.054251446,-0.014112123,0.066158014
35:51.0,1.42E+12,0.06927974,0.11084822,-0.023448868,0.132803839,0.018247058,0.056425779,-0.014538457,0.068750136
35:51.1,1.42E+12,0.06501655,0.11404561,-0.024514664,0.133545953,0.019547389,0.058770649,-0.015007424,0.071353635
35:51.1,1.42E+12,0.058621503,0.15241644,-0.036239497,0.167273886,0.020869041,0.06175503,-0.015732214,0.074536765
35:51.2,1.42E+12,0.04369928,0.19611599,-0.05222672,0.207602358,0.021956208,0.065549454,-0.01681938,0.078436581
35:51.2,1.42E+12,0.037304495,0.26433045,-0.06075363,0.273775849,0.022830204,0.07096397,-0.018119717,0.083712123
35:51.2,1.42E+12,0.029843649,0.2899109,-0.057556238,0.297071866,0.023491035,0.077081948,-0.019377421,0.089310491
35:51.2,1.42E+12,0.02131674,0.27392316,-0.050095126,0.279280903,0.023874738,0.082986757,-0.02040064,0.094467107
35:51.2,1.42E+12,0.004263188,0.26433045,-0.046897735,0.268492382,0.023832106,0.088848933,-0.02125332,0.099241214
35:51.2,1.42E+12,-0.005329518,0.28671354,-0.050095126,0.291105787,0.023789475,0.094647163,-0.022148632,0.104923534
35:51.2,1.42E+12,-0.014922224,0.27605477,-0.051160924,0.281151825,0.023682895,0.099486121,-0.023022628,0.109822423
35:51.2,1.42E+12,-0.011724833,0.26219887,-0.045831937,0.266432516,0.023618936,0.103578985,-0.023768729,0.113974965
35:51.3,1.42E+12,-0.002132127,0.25047457,-0.043700077,0.25426709,0.023682884,0.107885023,-0.02453614,0.118340884
35:51.3,1.42E+12,0.008526376,0.29737204,-0.054358847,0.302419764,0.024002634,0.113917739,-0.025708581,0.124197423
35:51.3,1.42E+12,0.015987223,0.35705933,-0.068214744,0.363868393,0.024556875,0.121208147,-0.027179455,0.131177108
35:51.3,1.42E+12,0.006394783,0.3783766,-0.06501735,0.38397526,0.024961899,0.128924902,-0.02865033,0.138498636
35:51.3,1.42E+12,-0.009593239,0.34533504,-0.053292517,0.349554592,0.024940573,0.135959509,-0.029844076,0.145241131
35:51.4,1.42E+12,-0.004263721,0.33254492,-0.04263428,0.335293879,0.024876625,0.142567775,-0.030782025,0.151849324
35:51.4,1.42E+12,0.008526376,0.34746662,-0.043700077,0.350307647,0.025025836,0.14955975,-0.031656027,0.158807804
35:51.4,1.42E+12,0.022382537,0.3666523,-0.051160924,0.370880476,0.025324276,0.156637,-0.032508707,0.165883684
35:51.4,1.42E+12,0.019185146,0.3687839,-0.057556238,0.373741027,0.025473498,0.163628975,-0.033404019,0.172841156
35:51.4,1.42E+12,0.01705302,0.3666523,-0.06395155,0.3725782,0.025729295,0.17051437,-0.034533828,0.179813211
35:51.5,1.42E+12,0.029843649,0.381574,-0.07141213,0.389344389,0.026326168,0.177634251,-0.035876796,0.187081442
35:51.5,1.42E+12,0.03410684,0.38583744,-0.075675584,0.394665175,0.027072263,0.184754127,-0.037305033,0.194368429
35:51.5,1.42E+12,0.026645726,0.37411287,-0.07034633,0.381600629,0.02764782,0.191490295,-0.038584054,0.201242267
35:51.5,1.42E+12,0.002131594,0.31655717,-0.05542464,0.321379645,0.027690452,0.1970114,-0.039607272,0.206855347
35:51.5,1.42E+12,-0.01279063,0.22276224,-0.024514664,0.22447179,0.02724279,0.200571333,-0.039927027,0.2104134
35:51.6,1.42E+12,0.005328985,0.09166281,-0.007461112,0.092120231,0.027093573,0.201296107,-0.039884385,0.211102125
35:51.6,1.42E+12,0.024514131,0.06501655,-0.020251475,0.072375525,0.027413328,0.201018989,-0.03999097,0.210935172
35:51.6,1.42E+12,0.028777853,0.075675055,-0.039436888,0.090056354,0.027754405,0.200144993,-0.040438631,0.21031319
35:51.6,1.42E+12,0.036238696,0.15987702,-0.06608315,0.176750919,0.028159434,0.200486064,-0.041397896,0.210951143
35:51.6,1.42E+12,0.045831405,0.23022309,-0.07141213,0.245362754,0.028777634,0.202681713,-0.042549011,0.2134154
35:51.7,1.42E+12,0.044765607,0.22063065,-0.05222672,0.231104897,0.029289243,0.205133174,-0.043337732,0.216022855
35:51.7,1.42E+12,0.035172634,0.15454803,-0.025580462,0.160550826,0.029630309,0.206305615,-0.043486944,0.217248079
35:51.7,1.42E+12,0.036238696,0.059687298,-0.004263721,0.069957101,0.030163234,0.205516882,-0.043081925,0.216596022
35:51.7,1.42E+12,0.059687298,0.013855628,-0.008526909,0.061864854,0.031101183,0.203662305,-0.042719538,0.215621184
35:51.7,1.42E+12,0.11191402,0.060753096,-0.03090998,0.131038595,0.032934445,0.202980163,-0.042804813,0.216230133
35:51.8,1.42E+12,0.17479898,0.15135011,-0.053292517,0.237279648,0.035705651,0.204685518,-0.043401686,0.219397123
35:51.8,1.42E+12,0.2259599,0.21530166,-0.07034633,0.319939506,0.03930822,0.208202829,-0.044382267,0.224513704
35:51.8,1.42E+12,0.25154036,0.22915728,-0.073543996,0.348129762,0.04352899,0.211997253,-0.045405485,0.230260304
35:51.8,1.42E+12,0.26646206,0.2280915,-0.0724782,0.358163163,0.048069509,0.215152172,-0.046258166,0.235703756
35:51.8,1.42E+12,0.26965997,0.23342101,-0.05968783,0.36161375,0.052631355,0.21775285,-0.046769775,0.240605359
35:51.9,1.42E+12,0.25686935,0.21210374,-0.050095126,0.336867008,0.056852114,0.219905867,-0.04708953,0.244961587
35:51.9,1.42E+12,0.23342101,0.15774542,-0.040502686,0.284621596,0.06047601,0.220929085,-0.047110846,0.248152572
35:51.9,1.42E+12,0.20570895,0.12896757,-0.043700077,0.246695162,0.063289858,0.221099624,-0.04719611,0.25023773
