time,time_milisec,ax,ay,az,resultant,MA_x,Ma_y,Ma_z,Ma_R,,,
56:30.9,1.42E+12,-7.3124437,-16.2532,2.5628207,18.00573223,-1.504753531,-9.591014461,-0.35651271,10.71861292,,,
56:30.9,1.42E+12,-3.797902,-17.668808,-0.4897815,18.07901329,-1.542468974,-9.80417121,-0.532818516,10.86178814,,,
56:30.9,1.42E+12,-0.6471043,-7.955207,1.8538948,8.193960478,-1.542679759,-9.737553618,-0.624027826,10.76586187,,,
56:30.9,1.42E+12,-1.9134709,-3.8477485,4.905449,6.52150054,-1.66803337,-9.489253629,-0.482388693,10.55838406,,,
56:31.0,1.42E+12,-2.9605436,-3.8146675,6.729855,8.282961721,-1.798778833,-9.319350822,-0.353219551,10.46975331,,,
56:31.0,1.42E+12,-2.5536895,-6.9729495,6.402486,9.80485501,-1.847983652,-9.268581894,-0.240122084,10.47595912,,,
56:31.0,1.42E+12,-0.022602998,-12.858111,3.37099,13.29267102,-1.812229434,-9.37286299,-0.183860509,10.58453116,,,
56:31.0,1.42E+12,4.868925,-15.938556,-0.690065,16.67993368,-1.658688517,-9.546676037,-0.191522128,10.76394916,,,
56:31.0,1.42E+12,2.517016,-11.313174,0.5800438,11.60429775,-1.55769445,-9.612224424,-0.163371484,10.8273824,,,
56:31.1,1.42E+12,-0.9406439,-8.704699,0.8174501,8.793453263,-1.550353593,-9.613446384,-0.132566157,10.82787286,,,
56:31.2,1.42E+12,-2.1424947,-7.234755,0.2350113,7.548986274,-1.58714647,-9.585506527,-0.116311184,10.80583591,,,
56:31.2,1.42E+12,-2.671345,-7.582931,-0.83855623,8.083322535,-1.633443055,-9.570058037,-0.135636303,10.80038673,,,
56:31.2,1.42E+12,-2.0492387,-8.073611,-0.6459068,8.35462563,-1.655664194,-9.555779567,-0.170458787,10.78947825,,,
56:31.2,1.42E+12,-1.0572515,-8.685089,-0.6325845,8.772041656,-1.657213016,-9.538837241,-0.195789784,10.77288566,,,
56:31.2,1.42E+12,-0.7324269,-8.216863,-0.105829924,8.250120405,-1.657521558,-9.500391669,-0.183310633,10.73408182,,,
56:31.2,1.42E+12,-0.8750803,-8.373138,0.9979747,8.477685946,-1.684138657,-9.457669282,-0.11862372,10.68876782,,,
56:31.2,1.42E+12,-0.68273026,-9.61765,0.76221496,9.671932784,-1.737702781,-9.425782547,-0.054813558,10.64959865,,,
56:31.2,1.42E+12,-0.11915222,-10.124496,-0.24010071,10.12804349,-1.78155852,-9.406717098,-0.048300571,10.62655182,,,
56:31.2,1.42E+12,0.52510804,-10.120754,-1.7055533,10.27688241,-1.78668765,-9.368360139,-0.111105681,10.58927718,,,
56:31.3,1.42E+12,1.6081059,-10.314451,-2.834805,10.81711715,-1.750896772,-9.317612608,-0.206982834,10.54601874,,,
56:31.3,1.42E+12,2.4661217,-10.75708,-2.0050805,11.21681212,-1.701016824,-9.27330169,-0.211540706,10.50859586,,,
56:31.3,1.42E+12,1.3641133,-11.482023,0.23471192,11.56515227,-1.673889562,-9.223834159,-0.133461238,10.45151328,,,
56:31.3,1.42E+12,-0.045056306,-12.501103,1.895658,12.64409449,-1.683717085,-9.176825771,-0.027539663,10.39990434,,,
56:31.3,1.42E+12,-0.8336165,-12.934303,0.8231383,12.98725018,-1.726906865,-9.145238404,0.034526168,10.36480734,,,
56:31.4,1.42E+12,-0.49531996,-13.81567,-3.1126273,14.17062201,-1.73977093,-9.144529669,-0.060880536,10.36953664,,,
56:31.4,1.42E+12,0.8839119,-15.3808155,-3.1657667,15.72809157,-1.678594064,-9.214061618,-0.211644571,10.42784582,,,
56:31.4,1.42E+12,1.6943266,-15.423776,-2.1282742,15.66183769,-1.572040134,-9.303019496,-0.31177105,10.50378257,,,
56:31.5,1.42E+12,0.57031405,-14.248271,-0.17154327,14.26071217,-1.440295725,-9.327104108,-0.335146929,10.50164982,,,
56:31.5,1.42E+12,-1.9481987,-11.646082,2.358795,12.04120501,-1.33711131,-9.300936088,-0.26588687,10.44656949,,,
56:31.5,1.42E+12,-3.1133757,-10.380464,3.054548,11.25954726,-1.29754461,-9.252409455,-0.149484033,10.39114101,,,
56:31.5,1.42E+12,-4.3771977,-11.594739,1.8525476,12.53115177,-1.337248782,-9.217703067,-0.157823833,10.36721061,,,
56:31.5,1.42E+12,-6.940018,-13.372143,-0.030835876,15.06582255,-1.482324643,-9.270799802,-0.189597557,10.45265005,,,
56:31.5,1.42E+12,-6.1806474,-12.982653,-1.8342856,14.49531941,-1.610989738,-9.356605067,-0.260293402,10.5662469,,,
56:31.5,1.42E+12,-5.0705557,-13.817616,-1.2368779,14.7704744,-1.702098236,-9.502957863,-0.329996412,10.72440971,,,
56:31.6,1.42E+12,-0.5876779,-11.586206,4.649032,12.49796117,-1.69099683,-9.639556455,-0.289913445,10.86325125,,,
56:31.6,1.42E+12,0.5731581,-9.142538,0.45460466,9.171759738,-1.634579456,-9.752635592,-0.348307321,10.94096739,,,
56:31.6,1.42E+12,-0.35416353,-7.5456586,1.3117223,7.66700795,-1.596033079,-9.846554567,-0.375630095,11.00453817,,,
56:31.6,1.42E+12,-1.2199631,-5.531597,2.5436604,6.209435044,-1.576604098,-9.907853627,-0.36651436,11.05090039,,,
56:31.6,1.42E+12,-2.2110522,-3.9698946,3.4856515,5.72700457,-1.571282512,-9.961329159,-0.324803142,11.10320937,,,
56:31.7,1.42E+12,-2.3896308,-2.7949877,3.153642,4.844352327,-1.555864575,-9.991893149,-0.272705356,11.13156695,,,
56:31.7,1.42E+12,-2.36598,-1.9449055,2.4020548,3.892349679,-1.540409977,-9.984439261,-0.230047128,11.13146652,,,
56:31.7,1.42E+12,-2.3722668,-1.1359878,1.7875828,3.180184007,-1.543290722,-9.882690645,-0.126105111,11.04726355,,,
56:31.7,1.42E+12,-2.8886929,-0.64351183,0.7497908,3.053005141,-1.540889589,-9.573668968,0.184673109,10.66814688,,,
56:31.8,1.42E+12,-3.1792388,-1.3636643,-0.033530273,3.459517878,-1.588246214,-9.212421219,0.501872675,10.23601804,,,
56:31.8,1.42E+12,-2.621798,-4.8436275,-2.8430378,6.198178446,-1.591331636,-9.128296168,0.662494781,10.07298284,,,
56:31.8,1.42E+12,-3.2807276,-14.65722,-12.992981,19.85987983,-1.588240106,-9.317340801,0.49193823,10.31711954,,,
56:31.8,1.42E+12,-0.45445496,-18.911373,-17.325422,25.65183825,-1.495130664,-9.609814221,0.131258667,10.70180969,,,
56:31.8,1.42E+12,-0.82972455,-10.077943,-11.696377,15.46152039,-1.438090094,-9.73699465,-0.128066345,10.90754012,,,
56:31.8,1.42E+12,-1.8980529,-5.678142,-4.8913784,7.731072632,-1.409478161,-9.670099058,-0.238283068,10.87025096,,,
56:31.9,1.42E+12,-4.1944275,-6.102809,-0.24968079,7.40944264,-1.345845177,-9.462948221,-0.295681058,10.65400016,,,
56:31.9,1.42E+12,-4.5283833,-7.7442956,-0.87942123,9.014086274,-1.360752959,-9.260407152,-0.303632889,10.46900165,,,
56:31.9,1.42E+12,-4.9147296,-12.383898,-1.0912308,13.36810687,-1.447847353,-9.350788601,-0.363737493,10.57459647,,,
56:31.9,1.42E+12,-7.5742493,-15.37393,4.187542,17.64263257,-1.563373443,-9.586016794,-0.378388656,10.80155835,,,
56:31.9,1.42E+12,-5.331912,-10.928624,3.4232314,12.63260153,-1.611768716,-9.73119958,-0.445870771,10.89032651,,,
56:32.0,1.42E+12,-2.6060805,-5.9397984,1.5941849,6.679392645,-1.61283792,-9.710114864,-0.543999365,10.82654156,,,
56:32.0,1.42E+12,-2.4777975,-5.1546807,4.93374,7.553277696,-1.662943931,-9.552902001,-0.512106507,10.70941108,,,
56:32.0,1.42E+12,-1.1282039,-7.7094183,8.1794405,11.29651369,-1.785334316,-9.384960415,-0.331096191,10.59954537,,,
56:32.0,1.42E+12,0.67704207,-11.503428,7.5992475,13.80347073,-1.822884805,-9.38884315,-0.187847136,10.64442645,,,
56:32.0,1.42E+12,3.9537282,-15.085929,-2.1496797,15.74288231,-1.72299966,-9.519072333,-0.248400805,10.78625153,,,
56:32.1,1.42E+12,2.9195287,-12.567865,0.80367875,12.92752018,-1.61969306,-9.627911313,-0.236795347,10.89601753,,,
56:32.1,1.42E+12,-0.03382965,-9.464519,1.8462607,9.642973759,-1.565866216,-9.666311068,-0.182003165,10.92784715,,,
56:32.1,1.42E+12,-1.8080901,-7.827373,1.1127859,8.110194224,-1.560944816,-9.661285803,-0.146111477,10.92285875,,,
56:32.1,1.42E+12,-2.6132658,-7.65089,-0.86385363,8.130899029,-1.59270021,-9.640179701,-0.150831255,10.90977421,,,
56:32.1,1.42E+12,-2.3614893,-8.260423,-1.3415103,8.695451095,-1.625946381,-9.64106868,-0.176049222,10.91886259,,,
56:32.2,1.42E+12,-1.5937358,-8.91561,-0.63782364,9.079367515,-1.64061282,-9.652139537,-0.209432862,10.93114181,,,
56:32.2,1.42E+12,-0.9485774,-8.660391,-0.27033782,8.716378485,-1.646038272,-9.632603639,-0.230505368,10.9116407,,,
56:32.2,1.42E+12,-0.9291179,-7.5321865,0.48918274,7.605024214,-1.662568184,-9.579699364,-0.215622032,10.86015051,,,
56:32.2,1.42E+12,-1.06758,-8.33871,1.1427237,8.484080915,-1.695072021,-9.543331119,-0.15749393,10.82356272,,,
56:32.2,1.42E+12,-0.5249584,-9.793834,0.51208514,9.82125231,-1.738603946,-9.532706282,-0.089190049,10.80323895,,,
56:32.3,1.42E+12,0.09624985,-10.723102,-0.8149054,10.75445263,-1.786968677,-9.532012854,-0.064900762,10.79380304,,,
56:32.3,1.42E+12,1.0867401,-11.249557,-2.1109104,11.49736837,-1.792629355,-9.52726865,-0.112770605,10.7924197,,,
56:32.3,1.42E+12,2.4770489,-11.399545,-3.022814,12.05084237,-1.74115782,-9.504787874,-0.213147584,10.78031251,,,
56:32.3,1.42E+12,2.5744963,-11.504926,-1.830244,11.93068089,-1.671604498,-9.475616915,-0.267298244,10.75874987,,,
56:32.3,1.42E+12,0.5427713,-11.765983,0.5984555,11.79368923,-1.650418962,-9.433786568,-0.19156186,10.71024104,,,
56:32.4,1.42E+12,-1.361868,-12.621304,1.8040484,12.82211331,-1.696251204,-9.377470007,-0.090137062,10.65093536,,,
56:32.4,1.42E+12,-1.319057,-12.995226,-1.8169217,13.18776003,-1.757748829,-9.327907762,-0.083782929,10.60044398,,,
56:32.4,1.42E+12,0.1525328,-14.10906,-3.6952157,14.58572794,-1.766274977,-9.325066721,-0.155694612,10.60707696,,,
56:32.4,1.42E+12,1.023272,-14.804065,-2.6027875,15.06591945,-1.705632718,-9.389515354,-0.256951397,10.66880582,,,
56:32.4,1.42E+12,1.941313,-14.065351,-1.8871257,14.32354838,-1.602475806,-9.464717129,-0.357801881,10.73133646,,,
56:32.5,1.42E+12,1.3561798,-13.227543,1.7988094,13.41800405,-1.485468101,-9.49803966,-0.358898579,10.74943548,,,
56:32.5,1.42E+12,-0.9169931,-11.62767,4.267326,12.41988958,-1.362549226,-9.46243817,-0.27118099,10.69543685,,,
56:32.5,1.42E+12,-3.4376016,-11.066787,2.267335,11.80811955,-1.306568699,-9.423338864,-0.187474447,10.64059604,,,
56:32.5,1.42E+12,-6.201005,-12.860955,0.16675323,14.27881064,-1.329639093,-9.40381517,-0.158828914,10.63056208,,,
56:32.5,1.42E+12,-6.533763,-12.771741,-1.6896863,14.44515375,-1.450987769,-9.428009762,-0.288190511,10.67030071,,,
56:32.6,1.42E+12,-4.7774653,-14.066848,-0.830473,14.87918253,-1.560184165,-9.528505884,-0.314416586,10.78677873,,,
56:32.6,1.42E+12,-1.5009288,-13.615237,2.0381615,13.84852224,-1.583587538,-9.652374831,-0.299591296,10.91293208,,,
56:32.6,1.42E+12,-0.25102797,-9.875114,1.640738,10.01363634,-1.563813351,-9.741018035,-0.318018284,10.99056884,,,
56:32.6,1.42E+12,-0.027093658,-8.245903,2.0592678,8.49919021,-1.519242769,-9.828283513,-0.347128156,11.04714406,,,
56:32.6,1.42E+12,-0.7258406,-6.728957,1.9619701,7.046632782,-1.485287867,-9.908568601,-0.37144799,11.09208856,,,
56:32.7,1.42E+12,-1.3587245,-4.999304,2.6134155,5.802509227,-1.464731632,-9.970903264,-0.367134507,11.1310714,,,
56:32.7,1.42E+12,-2.136058,-3.8649628,3.330574,5.531130481,-1.459911044,-10.02659663,-0.33564489,11.1790499,,,
56:32.7,1.42E+12,-2.614463,-2.9903316,2.956502,4.951606197,-1.454314516,-10.07449091,-0.290609968,11.21779686,,,
56:32.8,1.42E+12,-2.5484505,-2.0130138,2.5146208,4.107327876,-1.441441285,-10.08774294,-0.238606885,11.23101748,,,
56:32.8,1.42E+12,-2.4987538,-1.081501,1.6043637,3.160284457,-1.438930179,-10.01096485,-0.147843589,11.16901964,,,
56:32.8,1.42E+12,-3.0250595,-1.1217673,0.5321434,3.269942423,-1.433712463,-9.734731122,0.128179358,10.83044949,,,
56:32.8,1.42E+12,-2.6869125,-2.8886929,-0.54187316,3.982169255,-1.479272821,-9.407737651,0.470700763,10.38821134,,,
56:32.8,1.42E+12,-2.515968,-9.088949,-5.846542,11.09599668,-1.513685952,-9.3875541,0.590085151,10.29911902,,,
56:32.8,1.42E+12,-4.105812,-17.37467,-16.160994,24.08141559,-1.55874226,-9.626258753,0.360092996,10.63279949,,,
56:32.8,1.42E+12,-0.93061477,-18.287771,-15.058536,23.70797584,-1.492133837,-9.874931447,0.057871461,10.96542262,,,
56:32.9,1.42E+12,-1.7046552,-8.038135,-9.350156,12.44760543,-1.434506733,-9.880928169,-0.115000677,11.03549444,,,
56:32.9,1.42E+12,-2.3340962,-6.071674,-3.0415251,7.180815077,-1.381840745,-9.752107271,-0.154802602,10.90922318,,,
56:32.9,1.42E+12,-3.4814603,-4.627028,0.8105644,5.846962338,-1.298314439,-9.532782741,-0.223720512,10.66849521,,,
56:32.9,1.42E+12,-2.7455904,-4.4637175,-0.29773086,5.248969826,-1.245532366,-9.400845873,-0.299658517,10.51780885,,,
56:32.9,1.42E+12,-3.8381684,-8.197852,2.2679338,9.331657827,-1.270677017,-9.4469286,-0.28590854,10.57193671,,,
56:33.0,1.42E+12,-9.111103,-16.763939,4.67418,19.64407817,-1.406050599,-9.683852239,-0.291205683,10.81868774,,,
56:33.0,1.42E+12,-3.267555,-17.016014,-2.1299207,17.45732541,-1.449710825,-9.873782763,-0.501600809,10.94441859,,,
56:33.0,1.42E+12,-0.48768586,-7.391779,1.2533437,7.513128823,-1.473480783,-9.789871559,-0.63110905,10.81604427,,,
56:33.0,1.42E+12,-2.5617728,-4.061055,5.451663,7.264673224,-1.606450191,-9.564874131,-0.475979607,10.64301959,,,
56:33.1,1.42E+12,-3.454666,-2.831961,5.518724,7.100072877,-1.736535797,-9.366182212,-0.379754194,10.5240921,,,
56:33.1,1.42E+12,-2.806963,-6.5066695,6.5219374,9.630755771,-1.793130355,-9.305817937,-0.28433222,10.52384275,,,
56:33.1,1.42E+12,0.9054671,-14.345419,3.884572,14.8896211,-1.737751637,-9.438839284,-0.227765157,10.6621984,,,
56:33.1,1.42E+12,6.421197,-16.568146,-0.65354097,17.78095466,-1.553374845,-9.6208241,-0.223473062,10.85913831,,,
56:33.1,1.42E+12,3.1711555,-10.174192,0.16600479,10.65823473,-1.440463727,-9.65988061,-0.192707448,10.89919512,,,
56:33.1,1.42E+12,-0.81730044,-8.50711,0.31120285,8.551944093,-1.424618107,-9.651543876,-0.17333956,10.88843138,,,
56:33.2,1.42E+12,-2.8249254,-7.904313,-0.48798522,8.408120901,-1.462910923,-9.636113712,-0.177781344,10.88214041,,,
56:33.2,1.42E+12,-3.290757,-7.6673555,-0.37317398,8.352046505,-1.51110764,-9.638872263,-0.195380461,10.89738576,,,
56:33.2,1.42E+12,-2.707869,-7.936496,-0.20597167,8.38826249,-1.544582925,-9.630663814,-0.222904856,10.89543028,,,
56:33.2,1.42E+12,-2.0170555,-8.29081,0.20986359,8.535226188,-1.575033887,-9.599989855,-0.229072643,10.86918485,,,
56:33.2,1.42E+12,-1.2861255,-8.248298,0.7406598,8.380758655,-1.603245629,-9.549483651,-0.197326414,10.82074212,,,
56:33.3,1.42E+12,-0.40805146,-8.6401825,0.8927435,8.695760495,-1.633751579,-9.49623111,-0.136027355,10.76356645,,,
56:33.3,1.42E+12,0.12813355,-9.601483,0.14280304,9.603399748,-1.681688627,-9.459535967,-0.071422926,10.71361864,,,
56:33.3,1.42E+12,0.5028044,-10.092013,-0.80906755,10.13686978,-1.723968053,-9.430701008,-0.05058259,10.67701025,,,
56:33.3,1.42E+12,1.3816268,-10.152488,-1.3389657,10.33318607,-1.706848553,-9.397772539,-0.090121798,10.64720406,,,
56:33.3,1.42E+12,3.0055997,-10.8918,-1.4651532,11.39348984,-1.617716559,-9.362476539,-0.156840198,10.61804848,,,
56:33.4,1.42E+12,2.8364515,-11.429932,-0.84708846,11.80704711,-1.532910263,-9.330531763,-0.137047683,10.58987067,,,
56:33.4,1.42E+12,0.23276596,-12.193943,0.27557695,12.19927738,-1.531272852,-9.291447743,-0.056011098,10.54116759,,,
56:33.4,1.42E+12,-1.4151572,-12.324621,0.28455827,12.40886482,-1.581036713,-9.240846845,0.002914326,10.48694199,,,
56:33.4,1.42E+12,-1.3492942,-12.722194,-2.7066715,13.07673069,-1.648191962,-9.213435478,-0.013811099,10.46149673,,,
56:33.4,1.42E+12,0.15687378,-13.883629,-3.0015583,14.20524959,-1.672667595,-9.226824988,-0.111777787,10.47756296,,,
56:33.5,1.42E+12,1.1955638,-14.575789,-3.7113822,15.08831851,-1.629554189,-9.286990682,-0.274608566,10.5320207,,,
56:33.5,1.42E+12,2.163002,-14.030324,-3.3908987,14.59543638,-1.515256156,-9.347471029,-0.390082723,10.58890471,,,
56:33.5,1.42E+12,1.3684543,-14.295423,1.5711328,14.4464613,-1.360777395,-9.376745886,-0.361421916,10.59232616,,,
56:33.5,1.42E+12,-1.520987,-12.55574,4.8014154,13.52825185,-1.258475844,-9.372337702,-0.228950453,10.57361387,,,
56:33.5,1.42E+12,-3.461402,-11.511212,2.7393036,12.32854775,-1.23161741,-9.320181865,-0.156097869,10.5215601,,,
56:33.6,1.42E+12,-5.565277,-12.9750185,0.47855484,14.1263027,-1.314563291,-9.307116182,-0.187926576,10.52722909,,,
56:33.6,1.42E+12,-6.9522924,-12.9242735,-1.3513898,14.73762089,-1.45132379,-9.369343927,-0.248990409,10.62363694,,,
56:33.6,1.42E+12,-4.9452662,-13.051659,-1.7247134,14.06328897,-1.551694658,-9.46742058,-0.326214515,10.73718998,,,
56:33.6,1.42E+12,-1.7998571,-13.39744,3.1886692,13.88879028,-1.573613362,-9.603512069,-0.30117984,10.87682584,,,
56:33.6,1.42E+12,0.013172608,-10.432256,0.45565248,10.4422104,-1.545615462,-9.714388641,-0.34521582,10.97151362,,,
56:33.7,1.42E+12,-0.32018417,-8.476723,1.5314653,8.61990352,-1.508556812,-9.808506196,-0.381932324,11.03454981,,,
56:33.7,1.42E+12,-0.6318361,-6.854995,2.6042843,7.360194972,-1.468095039,-9.887376878,-0.38912044,11.08370468,,,
56:33.7,1.42E+12,-1.1368859,-5.1706977,2.4432192,5.830775619,-1.439287598,-9.951819406,-0.390577616,11.11887708,,,
56:33.7,1.42E+12,-2.0959415,-4.0372543,2.804418,5.343889349,-1.431066939,-10.0121409,-0.366086711,11.16344045,,,
56:33.7,1.42E+12,-2.4336393,-3.0401778,2.767445,4.777450484,-1.418997139,-10.05129214,-0.320468311,11.19420592,,,
56:33.8,1.42E+12,-2.4586372,-1.9832258,2.22647,3.864615132,-1.414338459,-10.03281322,-0.263971512,11.19180685,,,
56:33.8,1.42E+12,-2.4718099,-0.9580078,1.4186,3.006667439,-1.413437274,-9.866875641,-0.115703308,11.0267185,,,
56:33.8,1.42E+12,-3.1609766,-1.2112812,0.63213545,3.443627512,-1.394154918,-9.537010563,0.227013619,10.60553915,,,
56:33.8,1.42E+12,-2.3932233,-3.051255,-0.2323169,3.884796775,-1.424004072,-9.226061257,0.529589519,10.20098448,,,
56:33.8,1.42E+12,-1.8838326,-8.8476515,-5.247488,10.45781491,-1.427660754,-9.242582002,0.613317438,10.16037651,,,
56:33.9,1.42E+12,-2.8196864,-17.130377,-15.280225,23.12759658,-1.437570758,-9.468269818,0.363548052,10.48582103,,,
56:33.9,1.42E+12,-0.65234345,-18.465302,-14.784755,23.66393692,-1.379833679,-9.750683573,0.045276228,10.84943276,,,
56:33.9,1.42E+12,-1.723516,-8.335865,-10.195149,13.28149901,-1.358975018,-9.829706992,-0.156711898,11.01336192,,,
56:33.9,1.42E+12,-2.2619462,-6.171666,-3.9633083,7.67552438,-1.326807218,-9.788356257,-0.283880104,10.97956328,,,
56:33.9,1.42E+12,-4.007167,-6.739435,-0.9216335,7.894731141,-1.222645259,-9.583774543,-0.398080379,10.73978069,,,
56:34.0,1.42E+12,-3.2858171,-4.8523097,-0.09280701,5.86089725,-1.223017955,-9.33553568,-0.356506631,10.50311889,,,
56:34.0,1.42E+12,-3.1668146,-9.17517,-0.65099627,9.728116744,-1.277694051,-9.371931414,-0.395370712,10.54832272,,,
56:34.0,1.42E+12,-6.4517336,-15.136972,2.0378623,16.58027957,-1.357081007,-9.597970537,-0.465040114,10.73843714,,,
56:34.0,1.42E+12,-5.4239707,-18.031353,0.16989669,18.83024201,-1.397270898,-9.90816221,-0.574199855,10.97782835,,,
56:34.0,1.42E+12,-1.9690055,-8.714428,1.7663269,9.107038418,-1.380169725,-9.953218506,-0.67125313,10.96714024,,,
56:34.1,1.42E+12,-2.5246499,-4.880601,4.2757087,6.962457047,-1.450172113,-9.760058955,-0.663270749,10.80536138,,,
56:34.1,1.42E+12,-2.7836115,-4.5586205,6.7431774,8.602322669,-1.638025347,-9.514966598,-0.512317312,10.61804236,,,
56:34.1,1.42E+12,-2.173031,-6.2622275,6.7216225,9.440220655,-1.747090378,-9.435130588,-0.378529196,10.59318493,,,
56:34.1,1.42E+12,0.20866607,-12.042158,3.645519,12.58359724,-1.726152286,-9.507274424,-0.310481928,10.67546356,,,
56:34.1,1.42E+12,4.7657895,-15.74905,0.4007167,16.45921928,-1.571239737,-9.667371098,-0.292345154,10.83977169,,,
56:34.2,1.42E+12,3.156037,-11.981085,0.32557297,12.39406975,-1.439672512,-9.755406394,-0.278085012,10.92226196,,,
56:34.2,1.42E+12,-0.5221143,-8.870404,0.7129674,8.914313938,-1.395065274,-9.774465741,-0.259331153,10.93299771,,,
56:34.2,1.42E+12,-2.2224283,-7.741302,0.36853364,8.062428992,-1.399256555,-9.763251292,-0.256092989,10.92334879,,,
56:34.2,1.42E+12,-3.0469139,-8.023315,-0.8051756,8.620068193,-1.435191012,-9.758659802,-0.28764065,10.92823265,,,
56:34.2,1.42E+12,-2.6286836,-8.228239,-0.38395157,8.646462474,-1.480510036,-9.750252792,-0.313695652,10.92722657,,,
56:34.3,1.42E+12,-1.6492703,-8.499176,0.04954697,8.657860019,-1.516783584,-9.727756731,-0.315598837,10.90792984,,,
56:34.3,1.42E+12,-1.0597961,-8.299641,0.18217117,8.36901397,-1.54867339,-9.69117771,-0.295369475,10.87185115,,,
56:34.3,1.42E+12,-0.6825806,-8.2235985,0.8599617,8.296566922,-1.590800071,-9.651812618,-0.250493406,10.8302875,,,
56:34.3,1.42E+12,-0.3691324,-8.897797,0.809816,8.94219504,-1.659672155,-9.61111868,-0.204065463,10.78026107,,,
56:34.3,1.42E+12,0.027393036,-9.623338,-0.18905686,9.625233874,-1.716999879,-9.574249414,-0.190636247,10.73573427,,,
56:34.4,1.42E+12,0.7560777,-10.394983,-1.3043876,10.50374943,-1.706320047,-9.537535945,-0.222880421,10.70113166,,,
56:34.4,1.42E+12,1.7697698,-10.750045,-1.8044975,11.04317725,-1.641321537,-9.505401741,-0.265514212,10.67326049,,,
56:34.4,1.42E+12,3.3805702,-11.625126,-1.3684543,12.18377924,-1.544793692,-9.483012598,-0.238203657,10.65503699,,,
56:34.4,1.42E+12,3.6679723,-11.538306,-0.7911049,12.13311061,-1.473138621,-9.435148863,-0.193092363,10.61274844,,,
56:34.4,1.42E+12,0.93630296,-12.905113,0.27078688,12.94186734,-1.478429658,-9.401053435,-0.111823607,10.56894331,,,
56:34.5,1.42E+12,-2.6887088,-12.695699,-0.5113367,12.98735513,-1.577444164,-9.37381619,-0.053057035,10.53612533,,,
56:34.5,1.42E+12,-2.925666,-13.19057,-2.8330088,13.80494829,-1.665079272,-9.351268169,-0.142937476,10.52303322,,,
56:34.5,1.42E+12,0.22333556,-15.063176,-2.2923331,15.23823943,-1.629480853,-9.402440333,-0.287707853,10.55793093,,,
56:34.5,1.42E+12,2.2230272,-15.229929,-1.7603394,15.49165524,-1.513472094,-9.478332516,-0.379537302,10.62248414,,,
56:34.5,1.42E+12,2.274969,-14.420861,-1.0797048,14.63907369,-1.353467073,-9.507839506,-0.41133852,10.63294886,,,
56:34.6,1.42E+12,-0.27378067,-11.729459,2.1359084,11.92548821,-1.217170915,-9.483455537,-0.340169169,10.57555839,,,
56:34.6,1.42E+12,-2.0755837,-10.440938,3.275339,11.13773225,-1.158605966,-9.430175516,-0.238127283,10.51585315,,,
56:34.6,1.42E+12,-3.9604642,-10.931917,2.025438,11.80230846,-1.202699989,-9.37985872,-0.261866695,10.47327189,,,
56:34.6,1.42E+12,-5.795199,-12.264895,0.12064911,13.5656381,-1.321238185,-9.417259516,-0.268703499,10.53701532,,,
56:34.6,1.42E+12,-5.72739,-12.356954,-0.47571075,13.62804495,-1.431589324,-9.496447904,-0.309666275,10.63922228,,,
56:34.7,1.42E+12,-4.450994,-14.016403,0.3412903,14.71011148,-1.509531322,-9.642599088,-0.355849826,10.78922058,,,
56:34.7,1.42E+12,-2.513124,-12.983551,0.20507355,13.22612732,-1.537617814,-9.802045073,-0.401526268,10.94014612,,,
56:34.7,1.42E+12,-0.34233811,-9.904004,1.0674303,9.967241246,-1.50182999,-9.921774659,-0.436974997,11.03450024,,,
56:34.7,1.42E+12,-0.3677852,-7.924072,1.583557,8.089118357,-1.459669702,-10.02144597,-0.461135976,11.1020853,,,
56:34.7,1.42E+12,-1.1681708,-5.8519306,1.6259189,6.184927407,-1.433333653,-10.10039913,-0.473392121,11.14943862,,,
56:34.8,1.42E+12,-2.028432,-4.2540035,2.9970675,5.585113764,-1.424285125,-10.16766435,-0.441178499,11.20205997,,,
56:34.8,1.42E+12,-2.6012907,-3.1162198,3.2413595,5.194607835,-1.412862963,-10.20654064,-0.387929028,11.23779426,,,
56:34.8,1.42E+12,-2.3366408,-2.3138883,2.4525,4.102282967,-1.411708218,-10.19149234,-0.333136847,11.24223275,,,
56:34.8,1.42E+12,-2.304757,-1.6516653,1.7669257,3.340947399,-1.420298512,-10.04463548,-0.189985547,11.09699056,,,
56:34.8,1.42E+12,-2.6858647,-1.0904824,0.88705534,3.031482843,-1.417567457,-9.717290696,0.13995895,10.68686579,,,
56:34.9,1.42E+12,-3.1883698,-1.6393908,-4.49E-04,3.585150538,-1.469323097,-9.373904753,0.441679481,10.27709464,,,
56:34.9,1.42E+12,-2.3122416,-3.761977,-1.2623249,4.592645895,-1.481337905,-9.2805601,0.623982013,10.09977111,,,
56:34.9,1.42E+12,-2.3804998,-10.820549,-7.6014924,13.4362847,-1.483757366,-9.375435263,0.549733358,10.21733764,,,
56:34.9,1.42E+12,-1.6088544,-18.214273,-17.540224,25.33786912,-1.434812211,-9.609615631,0.21057845,10.57332005,,,
56:34.9,1.42E+12,-1.0455757,-14.1392975,-14.150374,20.03112694,-1.389092999,-9.799145994,-0.076310672,10.86250841,,,
56:35.0,1.42E+12,-2.1848567,-6.4511347,-8.55995,10.93908048,-1.369053042,-9.743553437,-0.237717891,10.88722196,,,
