time,time_milisec,ax,ay,az,resultant,MA_ax,MA_ay,MA_az,MA_R
43:52.5,1.42E+12,7.9436812,-3.9152582,-2.0401075,9.088088709,8.362498088,-4.101917012,-2.049678674,9.539091402
43:52.5,1.42E+12,7.760163,-3.7339852,-1.8245559,8.802941525,8.355022648,-4.103901886,-2.044340778,9.532124102
43:52.6,1.42E+12,7.7502832,-3.773054,-1.8600321,8.81830741,8.344768972,-4.105398776,-2.041520644,9.523063679
43:52.6,1.42E+12,8.030051,-4.2046065,-2.0851638,9.300986128,8.338062892,-4.114945924,-2.04527783,9.522031201
43:52.6,1.42E+12,8.387958,-4.4622207,-2.1594095,9.743320911,8.340547732,-4.126388128,-2.050756438,9.530374706
43:52.7,1.42E+12,8.510253,-4.3340874,-2.2626946,9.814708685,8.343158302,-4.134845546,-2.05369632,9.536938981
43:52.7,1.42E+12,8.230485,-4.269272,-2.1803658,9.524786705,8.337356382,-4.13850394,-2.052600596,9.533224025
43:52.7,1.42E+12,8.017328,-4.3393264,-2.2604494,9.392386989,8.325878262,-4.142743128,-2.056055414,9.525927729
43:52.7,1.42E+12,8.643176,-4.166735,-2.2888901,9.8643393,8.328803182,-4.142731148,-2.0587528,9.529096718
43:52.7,1.42E+12,8.768616,-4.07303,-2.2444327,9.92550644,8.330683282,-4.143476598,-2.064081718,9.532211201
43:52.7,1.42E+12,8.322693,-4.0351586,-2.1775217,9.502174722,8.326545882,-4.14209048,-2.068410712,9.52891988
43:52.7,1.42E+12,8.464897,-4.0034246,-2.2917342,9.640224862,8.325644752,-4.139815202,-2.07433539,9.528486109
43:52.8,1.42E+12,8.741073,-4.054319,-1.9449055,9.829878796,8.337239652,-4.137827336,-2.073308526,9.537631707
43:52.8,1.42E+12,8.267308,-3.8272412,-1.7690213,9.280387553,8.343658304,-4.128106548,-2.069314832,9.538171822
43:52.8,1.42E+12,7.9637394,-3.9290295,-1.8902692,9.079181444,8.335194902,-4.119628178,-2.067410792,9.526643563
43:52.8,1.42E+12,7.9670324,-3.920647,-1.8470092,9.069538089,8.32657283,-4.11428429,-2.06468646,9.51620118
43:52.9,1.42E+12,8.11253,-4.062103,-1.8546432,9.260319929,8.32878523,-4.11473037,-2.058917458,9.517078104
43:52.9,1.42E+12,7.831265,-4.078269,-2.099534,9.075738678,8.32084875,-4.112023994,-2.060231726,9.509286568
43:52.9,1.42E+12,8.166568,-3.997587,-2.190844,9.352717902,8.325345404,-4.114841134,-2.066964722,9.515915249
43:52.9,1.42E+12,8.424032,-4.1243734,-2.285597,9.65394866,8.332153244,-4.115691372,-2.07087459,9.52311753
43:52.9,1.42E+12,8.341853,-4.4131227,-2.123185,9.67316277,8.329698344,-4.119496458,-2.070341702,9.522566556
43:53.0,1.42E+12,8.617729,-4.3550434,-2.2764661,9.920380741,8.332578344,-4.122894386,-2.073401342,9.527243715
43:53.0,1.42E+12,8.623867,-4.436774,-2.5120761,10.01831183,8.339398164,-4.124127826,-2.077897992,9.534758677
43:53.0,1.42E+12,8.50681,-4.2608895,-2.4257057,9.818607022,8.345622224,-4.12366679,-2.082544326,9.541045486
43:53.0,1.42E+12,8.306975,-4.3225613,-2.134561,9.604515631,8.349741644,-4.125002012,-2.083999298,9.545530712
43:53.0,1.42E+12,8.451725,-4.092939,-2.255809,9.657767826,8.350038044,-4.126271384,-2.091061612,9.547858147
43:53.0,1.42E+12,8.561296,-4.008215,-2.1348605,9.691192189,8.355729204,-4.128759212,-2.095016388,9.554769264
43:53.1,1.42E+12,8.326285,-3.7741017,-2.0574715,9.37038177,8.359420524,-4.125582818,-2.097336562,9.557217729
43:53.1,1.42E+12,7.839797,-3.8357735,-1.8275496,8.917147127,8.350163784,-4.121358608,-2.094974474,9.546777854
43:53.1,1.42E+12,7.9629908,-3.8257444,-1.9718496,9.051725445,8.33635648,-4.115888986,-2.091780116,9.531620824
43:53.1,1.42E+12,7.7872562,-3.6754568,-2.0597167,8.853969432,8.315956884,-4.103464822,-2.08939108,9.507924207
43:53.1,1.42E+12,7.545359,-3.5482213,-1.9811302,8.570133821,8.293042524,-4.088588756,-2.087783424,9.481128871
43:53.2,1.42E+12,7.595206,-3.8642144,-1.9281404,8.737106644,8.276244464,-4.080691178,-2.085550066,9.462530105
43:53.2,1.42E+12,8.275841,-4.773873,-2.3219714,9.832139079,8.274945184,-4.090645478,-2.091265178,9.467338865
43:53.2,1.42E+12,9.613309,-4.557123,-2.5036936,10.92938981,8.303586624,-4.099034018,-2.10291695,9.498583328
43:53.2,1.42E+12,8.781938,-3.8690042,-2.4706123,9.909366966,8.322351604,-4.095884562,-2.112529958,9.515999074
43:53.3,1.42E+12,8.35293,-4.087101,-2.411186,9.60675034,8.332515472,-4.10026745,-2.12258006,9.529087669
43:53.3,1.42E+12,8.656798,-4.1882906,-2.256857,9.878022741,8.346592192,-4.110566036,-2.130489614,9.547530374
43:53.3,1.42E+12,8.320747,-3.8622684,-2.2309606,9.440822688,8.352798292,-4.115131542,-2.139060788,9.556767609
43:53.3,1.42E+12,7.6948986,-4.143683,-2.3071523,9.039055537,8.34784959,-4.121163996,-2.147835542,9.557179027
43:53.3,1.42E+12,7.9105997,-4.152515,-2.24099,9.211026252,8.343682264,-4.125457072,-2.14948212,9.555836434
43:53.3,1.42E+12,8.468939,-4.0603065,-2.3511608,9.68178567,8.346529344,-4.12680427,-2.151490946,9.559375984
43:53.4,1.42E+12,8.377778,-3.8275406,-2.1281245,9.453366868,8.343810984,-4.115853042,-2.147640948,9.55145618
43:53.4,1.42E+12,8.366102,-3.8324804,-2.0472927,9.427140398,8.329536644,-4.10200983,-2.140614562,9.531510303
43:53.4,1.42E+12,7.930209,-3.9279816,-1.9148182,9.054489658,8.296296764,-4.087708562,-2.132094282,9.494382113
43:53.4,1.42E+12,8.525372,-4.022435,-2.3049068,9.704357085,8.279471764,-4.074868262,-2.133270834,9.474426667
43:53.5,1.42E+12,8.0878315,-3.9013371,-2.2388942,9.254517642,8.256087394,-4.063518864,-2.134073164,9.44928112
43:53.5,1.42E+12,7.798483,-3.676355,-2.013912,8.853686505,8.239274374,-4.049546918,-2.134977284,9.428718166
43:53.5,1.42E+12,7.383396,-3.8808298,-2.0704944,8.594319257,8.223395394,-4.04488262,-2.139683498,9.413883118
43:53.5,1.42E+12,8.915311,-4.2150846,-2.5041425,10.1744994,8.24461528,-4.05389987,-2.151257428,9.438972432
43:53.5,1.42E+12,10.5603895,-4.7166915,-2.6873617,11.87395966,8.296949446,-4.069928536,-2.164202512,9.494689851
43:53.5,1.42E+12,9.407936,-4.5604167,-2.3132894,10.7078461,8.329904906,-4.086457166,-2.173977182,9.532787942
43:53.6,1.42E+12,7.9915814,-4.215983,-2.5062382,9.376626037,8.33473087,-4.095315746,-2.186901304,9.543954315
43:53.6,1.42E+12,8.005952,-4.2930727,-2.5233028,9.428297707,8.33424889,-4.09708507,-2.195664084,9.546500546
43:53.7,1.42E+12,8.22779,-3.7573366,-2.1234841,9.291032845,8.33104553,-4.082987388,-2.194945576,9.537454785
43:53.7,1.42E+12,7.918833,-3.5389407,-2.0954924,8.923178008,8.31921713,-4.067084454,-2.191601532,9.519624171
43:53.7,1.42E+12,8.041727,-3.306624,-2.2537134,8.982335972,8.31544197,-4.047831494,-2.193068484,9.508775157
43:53.7,1.42E+12,7.7169027,-3.2946486,-2.020648,8.630661331,8.309433464,-4.026937938,-2.188272456,9.493540644
43:53.7,1.42E+12,7.260502,-3.1886692,-1.99086,8.175941787,8.281779984,-4.007376622,-2.182311854,9.459772693
43:53.7,1.42E+12,6.879544,-3.468138,-2.0252883,7.966046669,8.243998544,-3.995278782,-2.177928966,9.420583498
43:53.7,1.42E+12,7.7588153,-3.9751337,-2.2890399,9.013357114,8.23272099,-3.994078284,-2.18015933,9.410807146
43:53.7,1.42E+12,8.829838,-4.56835,-2.5057893,10.25255289,8.24001981,-4.005376792,-2.184440432,9.423053706
43:53.8,1.42E+12,9.669292,-4.556375,-2.4858806,10.97430468,8.25858419,-4.015417912,-2.195259934,9.445942224
43:53.8,1.42E+12,9.179062,-4.393813,-2.5965006,10.50250386,8.27681927,-4.026749348,-2.21180952,9.47038455
43:53.8,1.42E+12,9.353748,-4.4213557,-2.7708879,10.71068661,8.304619442,-4.036595872,-2.229421894,9.503014653
43:53.8,1.42E+12,9.102272,-4.0704856,-2.3806493,10.25122918,8.327324234,-4.039592644,-2.240094696,9.526648475
43:53.8,1.42E+12,8.286319,-3.8155656,-2.3543043,9.421484605,8.330800014,-4.034661896,-2.250087918,9.529871769
43:53.9,1.42E+12,8.051606,-3.5717225,-2.5360262,9.166078206,8.335206834,-4.024530966,-2.258817762,9.531678559
43:53.9,1.42E+12,8.0508585,-3.7269497,-2.308649,9.167133514,8.332892644,-4.01911822,-2.261173862,9.527966872
43:54.0,1.42E+12,8.2003975,-3.715723,-2.2900877,9.289651137,8.328419954,-4.010945212,-2.261263676,9.520680921
43:54.0,1.42E+12,8.071964,-3.7408707,-2.0953426,9.14008627,8.323022174,-3.997500172,-2.260706828,9.510019391
43:54.0,1.42E+12,7.942184,-3.7718563,-2.0984862,9.039293721,8.309511274,-3.98583643,-2.25714723,9.492397651
43:54.0,1.42E+12,7.325766,-3.6757562,-2.0439994,8.447245982,8.283549254,-3.970616074,-2.247785696,9.460976334
43:54.0,1.42E+12,6.913673,-3.3519795,-1.9384689,7.924159425,8.251686514,-3.952437874,-2.23804096,9.423087382
43:54.0,1.42E+12,6.6527653,-3.3320708,-1.9314336,7.687159274,8.21860232,-3.932628064,-2.233978412,9.384740255
43:54.0,1.42E+12,6.6580048,-3.4399965,-1.9140697,7.734744123,8.182727916,-3.919569214,-2.227143626,9.346279781
43:54.0,1.42E+12,7.714208,-3.26516,-2.5093818,8.744556702,8.165786156,-3.904708114,-2.234634052,9.327347071
43:54.1,1.42E+12,9.638008,-3.9435494,-2.9135413,10.81348709,8.192020616,-3.908097068,-2.251755448,9.356209177
43:54.1,1.42E+12,10.814561,-4.6990285,-2.7493327,12.10761862,8.251515896,-3.925362168,-2.27019111,9.420018607
43:54.1,1.42E+12,9.328152,-4.569248,-2.3174808,10.64251682,8.27881912,-3.94023224,-2.277103734,9.451834435
43:54.1,1.42E+12,8.670719,-4.5708947,-2.7643015,10.18409589,8.296488376,-3.958140998,-2.29119543,9.478436964
43:54.1,1.42E+12,9.408385,-4.7355523,-2.8734248,10.91786307,8.333748896,-3.981887618,-2.309041322,9.525391549
43:54.2,1.42E+12,9.826466,-4.622687,-2.4878266,11.14082359,8.378374096,-3.99705707,-2.320235046,9.573465888
43:54.2,1.42E+12,9.219028,-4.0719824,-2.2900877,10.33518358,8.397237836,-3.983019258,-2.319597372,9.583526778
43:54.2,1.42E+12,8.531059,-3.7043467,-2.0835173,9.531117273,8.375592836,-3.965963732,-2.311193846,9.555561327
43:54.2,1.42E+12,7.6233473,-3.4259257,-1.838926,8.557688928,8.352421022,-3.957102162,-2.29856012,9.528527766
43:54.3,1.42E+12,7.0941978,-3.2287858,-1.7426761,7.986840436,8.327246378,-3.939935858,-2.285189922,9.496129568
43:54.3,1.42E+12,6.8985543,-3.1838791,-1.8100361,7.810465302,8.292081504,-3.919847628,-2.276253504,9.454778419
43:54.3,1.42E+12,6.7803,-3.177143,-1.8785934,7.719832828,8.261272564,-3.90614512,-2.26920616,9.420358622
43:54.3,1.42E+12,6.7909284,-3.4599051,-1.9806812,7.874690461,8.24319316,-3.892469562,-2.262676738,9.397071321
43:54.3,1.42E+12,7.8860507,-3.75569,-2.2463787,9.01893676,8.24270218,-3.884533062,-2.262784512,9.393229531
43:54.3,1.42E+12,8.9690485,-4.0498285,-2.4364834,10.13811586,8.25270437,-3.884323502,-2.264490964,9.402356135
43:54.4,1.42E+12,9.402846,-4.4318337,-2.294728,10.64520735,8.27320573,-3.896409364,-2.267823034,9.426192944
43:54.4,1.42E+12,9.145532,-4.61146,-2.6970913,10.59153532,8.28879433,-3.911988956,-2.280819006,9.449480843
43:54.4,1.42E+12,9.505982,-4.5301795,-2.7509794,10.88366242,8.32030979,-3.924032914,-2.29754223,9.486064298
43:54.4,1.42E+12,9.403146,-4.5295806,-2.6095235,10.75852536,8.33786527,-3.934175826,-2.303634564,9.507147663
43:54.5,1.42E+12,9.538764,-4.715644,-2.6077273,10.95561768,8.36688392,-3.950461964,-2.311011226,9.541169664
43:54.5,1.42E+12,10.091115,-4.6860056,-2.7373576,11.4578522,8.41273656,-3.970654976,-2.325480138,9.593252978
43:54.5,1.42E+12,9.4012,-4.4725494,-2.2758672,10.65672703,8.45309264,-3.982489368,-2.329587594,9.634501134
43:54.5,1.42E+12,8.675959,-4.1291633,-2.10627,9.836596334,8.4483056,-3.980770942,-2.321630144,9.627743072
43:54.5,1.42E+12,7.907756,-3.7655694,-1.9202069,8.966566366,8.39525293,-3.9617485,-2.306287048,9.569595206
43:54.5,1.42E+12,7.440577,-3.651357,-1.8580861,8.493943606,8.35590575,-3.943567306,-2.297182982,9.525317156
43:54.6,1.42E+12,7.0224967,-3.2967443,-1.8606308,7.977839924,8.336524056,-3.925182532,-2.284270834,9.497341434
43:54.6,1.42E+12,6.811735,-3.1211596,-1.8007553,7.706107358,8.312639716,-3.90174427,-2.269819884,9.462897627
43:54.6,1.42E+12,6.705306,-3.4106574,-1.9669098,7.775760195,8.282190036,-3.894810686,-2.266688398,9.432592174
43:54.6,1.42E+12,7.019952,-3.4799633,-1.995201,8.085214758,8.264212416,-3.893631138,-2.26468257,9.415832909
43:54.6,1.42E+12,7.4537497,-3.7003052,-2.1742287,8.601041426,8.25245287,-3.901504762,-2.263092876,9.408207018
43:54.7,1.42E+12,7.4646773,-4.0200405,-2.3439758,8.796383084,8.247408362,-3.9160126,-2.269559432,9.411521453
43:54.7,1.42E+12,8.022267,-4.3128314,-2.633773,9.481246897,8.262643662,-3.938495844,-2.282417692,9.437627556
43:54.7,1.42E+12,8.970246,-4.410129,-2.5367746,10.3126028,8.304457702,-3.957335664,-2.292647418,9.484558678
43:54.7,1.42E+12,8.919053,-4.571194,-2.2751188,10.27723146,8.327662456,-3.96925687,-2.292368996,9.509836165
43:54.7,1.42E+12,8.927435,-4.589606,-2.3117926,10.300872,8.329614396,-3.96968199,-2.288489062,9.510802547
43:54.8,1.42E+12,9.305549,-4.6434937,-2.4129822,10.67603667,8.322339536,-3.971424364,-2.287031094,9.504837187
43:54.8,1.42E+12,9.623787,-4.6840596,-2.3108945,10.94979105,8.331234036,-3.977229296,-2.281318972,9.513782931
43:54.8,1.42E+12,9.904304,-4.776567,-2.460134,11.2677899,8.342245156,-3.984333522,-2.275103894,9.524924997
43:54.8,1.42E+12,9.226663,-4.289929,-2.2608984,10.42336138,8.344732976,-3.98872239,-2.272708876,9.528367641
43:54.8,1.42E+12,8.160729,-3.9487884,-1.977388,9.279035022,8.342221176,-3.991386846,-2.26517055,9.525518649
43:54.9,1.42E+12,7.556586,-3.9439983,-1.7500108,8.701703992,8.332320776,-3.998832362,-2.249450242,9.516231165
43:54.9,1.42E+12,7.7049274,-4.080814,-2.136507,8.976837489,8.325402154,-4.005909648,-2.246007402,9.512425244
43:55.0,1.42E+12,7.450756,-4.115691,-2.1137545,8.770441007,8.310409324,-4.013909008,-2.242480738,9.502041042
43:55.0,1.42E+12,7.5568852,-3.8414617,-2.3861878,8.806658511,8.300107748,-4.015920828,-2.248297642,9.495372486
43:55.0,1.42E+12,7.6588235,-3.8423598,-2.253863,8.860090556,8.294440538,-4.017330898,-2.251405178,9.491788423
43:55.0,1.42E+12,7.7573185,-3.9703436,-2.3900797,9.036155133,8.303071588,-4.023222646,-2.258326784,9.503566606
43:55.0,1.42E+12,7.9728703,-4.108506,-2.5265958,9.318270693,8.324255534,-4.038353176,-2.270089322,9.531448832
43:55.0,1.42E+12,8.322543,-4.170627,-2.4315436,9.621395732,8.357651088,-4.0551243,-2.280091522,9.570133561
43:55.0,1.42E+12,8.322244,-4.2546024,-2.521207,9.680799115,8.390935872,-4.071416418,-2.292234268,9.609054661
43:55.0,1.42E+12,8.455018,-4.538562,-2.5065377,9.91809486,8.405752072,-4.096884458,-2.292177386,9.632525424
43:55.1,1.42E+12,8.760832,-4.5084743,-2.5218058,10.17044848,8.388208552,-4.108182956,-2.284342676,9.619664652
43:55.1,1.42E+12,9.135503,-4.5554767,-2.4209156,10.4914544,8.354627392,-4.10531192,-2.277774334,9.587341367
43:55.1,1.42E+12,8.928932,-4.380491,-2.2210813,10.19057065,8.346642992,-4.10153678,-2.275846344,9.578302444
43:55.1,1.42E+12,8.72341,-4.199068,-2.2201831,9.93273714,8.347696812,-4.094100246,-2.264963976,9.573275269
43:55.1,1.42E+12,8.58854,-4.0558157,-2.1472847,9.737735461,8.331299912,-4.080505514,-2.250441174,9.549672717
43:55.2,1.42E+12,8.360564,-4.030369,-2.227967,9.544985156,8.301981872,-4.068659154,-2.245243982,9.517755948
43:55.2,1.42E+12,8.151449,-4.280199,-2.24099,9.475666755,8.280630292,-4.072823486,-2.244262028,9.500565611
43:55.2,1.42E+12,8.528365,-4.398453,-2.3667283,9.883359814,8.280576412,-4.086705612,-2.249926248,9.507610462
43:55.3,1.42E+12,8.142767,-4.216881,-2.0890558,9.40483354,8.290964806,-4.102524718,-2.254928844,9.524553354
43:55.3,1.42E+12,7.363338,-4.287085,-2.1203408,8.780301214,8.29634761,-4.123690702,-2.262482138,9.54042257
43:55.3,1.42E+12,7.6727443,-4.4297385,-2.3864872,9.175451456,8.31183141,-4.14860789,-2.27401116,9.567722293
43:55.3,1.42E+12,7.9689784,-4.5372148,-2.485731,9.501041705,8.335604978,-4.175809326,-2.286153912,9.603346471
43:55.3,1.42E+12,8.057295,-4.376599,-2.4011567,9.478405722,8.36093231,-4.194143204,-2.294563422,9.635420776
43:55.3,1.42E+12,8.1601305,-4.4563828,-2.6514363,9.668360352,8.366413906,-4.20815706,-2.302664574,9.648409248
43:55.3,1.42E+12,8.366102,-4.1248226,-2.671345,9.702675315,8.354354976,-4.209656942,-2.307361806,9.639700437
43:55.4,1.42E+12,8.414303,-3.8429585,-2.450105,9.56931761,8.334584116,-4.197879438,-2.310469346,9.618182642
43:55.4,1.42E+12,8.315957,-3.9517822,-2.3093977,9.492367519,8.317992616,-4.184685882,-2.302715474,9.596199286
43:55.4,1.42E+12,7.998467,-4.0564146,-2.2171893,9.238284589,8.287842316,-4.175210584,-2.292039672,9.563291729
43:55.4,1.42E+12,7.968679,-4.0059695,-2.3787034,9.230702384,8.259152976,-4.164738362,-2.28742327,9.53273527
43:55.4,1.42E+12,7.860005,-3.9489381,-2.1294718,9.050328219,8.225577796,-4.149404244,-2.27785816,9.494629481
43:55.5,1.42E+12,7.8424916,-4.292474,-2.169738,9.199878832,8.180605328,-4.141533612,-2.266505768,9.449470013
43:55.5,1.42E+12,8.163873,-4.2746606,-2.3710694,9.515435655,8.155858788,-4.137575836,-2.268409812,9.426644186
43:55.5,1.42E+12,8.493787,-4.148623,-2.734214,9.840295554,8.152215348,-4.13796503,-2.280968692,9.42671817
43:55.5,1.42E+12,8.83373,-3.8791833,-2.672243,10.01118032,8.170734828,-4.140237308,-2.296009414,9.447610449
43:55.6,1.42E+12,8.623118,-3.7253032,-2.5580306,9.735479882,8.194385648,-4.141716232,-2.310008304,9.472441175
43:55.6,1.42E+12,8.393645,-3.807183,-2.3974144,9.52341927,8.221808614,-4.151925006,-2.320743976,9.503352762
43:55.6,1.42E+12,8.216863,-4.0359073,-2.4742048,9.4829887,8.249911174,-4.17021996,-2.334212966,9.538890388
43:55.6,1.42E+12,8.524024,-4.2061033,-2.5426126,9.839469953,8.286285534,-4.186128878,-2.345727022,9.580164584
43:55.6,1.42E+12,8.405022,-4.2912765,-2.5267456,9.769538994,8.313986934,-4.202355142,-2.356357914,9.613851068
43:55.6,1.42E+12,8.5083065,-4.158652,-2.4890242,9.791879668,8.33507807,-4.211522078,-2.362653824,9.637667833
43:55.7,1.42E+12,8.148605,-4.228257,-2.3206244,9.469066391,8.348756624,-4.215686408,-2.362186796,9.651121499
43:55.7,1.42E+12,8.190817,-4.1120987,-2.2861958,9.44592664,8.352127624,-4.211671754,-2.355235252,9.650415094
43:55.7,1.42E+12,8.05475,-3.8329294,-2.488575,9.26085044,8.333817704,-4.200127762,-2.35427126,9.629380047
43:55.7,1.42E+12,7.776778,-3.486849,-2.3951693,8.852865524,8.310972204,-4.178440862,-2.35667227,9.600892728
43:55.8,1.42E+12,7.8478804,-3.797004,-2.4474106,9.055179998,8.289381112,-4.162588822,-2.35938463,9.575978888
43:55.8,1.42E+12,8.486302,-4.3794427,-2.508334,9.87363051,8.272996172,-4.157307802,-2.361291666,9.559930765
43:55.8,1.42E+12,9.3289,-4.204906,-2.750081,10.59587444,8.267098432,-4.14772473,-2.370075396,9.552852433
43:55.8,1.42E+12,8.935369,-4.1516166,-2.5360262,10.17389642,8.247719732,-4.135225722,-2.37159324,9.530974563
43:55.8,1.42E+12,7.880512,-4.195176,-2.2474265,9.206133658,8.220796712,-4.133330662,-2.371323802,9.506630009
43:55.8,1.42E+12,7.8116555,-4.0439906,-2.3308032,9.099915669,8.213815242,-4.135234706,-2.378392106,9.503047622
43:55.9,1.42E+12,7.726782,-3.7612286,-2.181264,8.866110381,8.217219162,-4.131579312,-2.38701717,9.50633575
43:55.9,1.42E+12,7.7559714,-3.7113822,-2.4396267,8.937629922,8.218240042,-4.124190676,-2.393079564,9.505551598
43:55.9,1.42E+12,8.108039,-3.940256,-2.3281088,9.310531905,8.231385702,-4.120681976,-2.39736665,9.516353416
43:55.9,1.42E+12,8.255183,-4.0248303,-2.2689817,9.460210529,8.245351658,-4.124349348,-2.395022528,9.529424457
43:55.9,1.42E+12,8.194409,-4.340374,-2.3249652,9.559950235,8.256063368,-4.134309632,-2.396444572,9.54342165
43:56.0,1.42E+12,8.604258,-4.554878,-2.6469457,10.08892912,8.273002158,-4.14600032,-2.401581892,9.56447713
43:56.0,1.42E+12,9.363329,-4.8479686,-2.6792784,10.87902855,8.300811332,-4.160789572,-2.404635544,9.595692287
43:56.0,1.42E+12,9.053473,-4.580325,-2.5171654,10.45374919,8.315429932,-4.168983532,-2.40634798,9.612339356
43:56.0,1.42E+12,8.448431,-4.189338,-2.5463548,9.767827906,8.317953672,-4.167678244,-2.406850936,9.614079932
43:56.0,1.42E+12,8.153095,-4.1002736,-2.3020627,9.411944238,8.311915212,-4.158912476,-2.402761436,9.60395692
43:56.1,1.42E+12,8.179291,-4.578978,-2.441423,9.68650541,8.300284392,-4.16032255,-2.40115378,9.594278058
43:56.1,1.42E+12,8.657696,-4.2489142,-2.2766159,9.909185227,8.290728252,-4.1541913,-2.398267786,9.582632675
43:56.1,1.42E+12,8.706494,-4.2538543,-2.4614813,9.997859989,8.286279492,-4.151658566,-2.403075786,9.578778461
43:56.1,1.42E+12,8.486602,-4.060606,-2.3321502,9.692773553,8.281543332,-4.148889326,-2.405315128,9.57397919
43:56.2,1.42E+12,8.189321,-4.0195913,-2.1859045,9.380845972,8.273558952,-4.148164838,-2.406087524,9.5668414
43:56.2,1.42E+12,8.007298,-3.7435653,-1.8729053,9.035423437,8.266493632,-4.142428764,-2.39898629,9.556650166
43:56.3,1.42E+12,7.0889583,-3.6784506,-1.9537371,8.222008103,8.245243818,-4.130393796,-2.393241232,9.531576992
43:56.3,1.42E+12,7.436835,-4.2016125,-2.2182372,8.825000776,8.223413218,-4.126456986,-2.39027141,9.510409812
43:56.3,1.42E+12,8.353828,-4.605772,-2.5378225,9.871176273,8.227634438,-4.134234806,-2.399246744,9.519736666
43:56.3,1.42E+12,8.887768,-4.973857,-2.7128086,10.53997173,8.258123038,-4.147970246,-2.4110961,9.554930077
43:56.3,1.42E+12,9.50254,-5.0829797,-3.0023067,11.18699221,8.294718952,-4.16103507,-2.42341249,9.595160892
43:56.3,1.42E+12,10.04067,-4.898114,-2.6017396,11.47064182,8.336152784,-4.168253054,-2.425732662,9.634552894
43:56.3,1.42E+12,9.670191,-4.5638595,-2.5114775,10.98403053,8.368410704,-4.171998264,-2.427939078,9.66466539
43:56.3,1.42E+12,8.639883,-4.321513,-2.1258793,9.891532523,8.378005754,-4.169300868,-2.417427938,9.669128834
43:56.3,1.42E+12,7.8911405,-4.24143,-2.201921,9.225415054,8.368506524,-4.171633016,-2.408039458,9.659583628
43:56.4,1.42E+12,8.443492,-4.1531134,-2.48139,9.731300242,8.369090304,-4.177836114,-2.408665158,9.662823281
43:56.4,1.42E+12,8.185878,-4.0616536,-2.2412891,9.408985356,8.366488724,-4.180033542,-2.407302986,9.661155638
43:56.4,1.42E+12,7.85267,-4.14039,-2.0686982,9.115194333,8.363572784,-4.18171305,-2.404333164,9.658693833
43:56.4,1.42E+12,7.8736267,-3.8425095,-1.637445,8.912917749,8.361671738,-4.17844385,-2.389507996,9.65233814
43:56.5,1.42E+12,7.4971595,-3.7411702,-1.8158739,8.573281347,8.354414828,-4.174288492,-2.383236038,9.642797203
43:56.5,1.42E+12,7.675289,-4.00103,-2.1748273,8.924582684,8.351070776,-4.168459612,-2.383337824,9.63729128
43:56.5,1.42E+12,9.015303,-4.419709,-2.5542884,10.36020777,8.368099376,-4.17136058,-2.387002204,9.654186722
43:56.6,1.42E+12,10.39184,-5.0287924,-2.8853998,11.8997741,8.406060436,-4.188963968,-2.39002592,9.695376293
43:56.6,1.42E+12,11.458073,-5.8775277,-3.060835,13.23636958,8.458547296,-4.228930856,-2.39779776,9.759880078
43:56.6,1.42E+12,11.297157,-6.149213,-2.9942236,13.20620883,8.512028076,-4.277409052,-2.40652162,9.829294657
43:56.6,1.42E+12,10.087672,-5.75628,-2.8345056,11.95534641,8.545908616,-4.316390992,-2.415263444,9.8779332
43:56.6,1.42E+12,8.888966,-4.8041096,-2.3459215,10.37287488,8.559350676,-4.331755038,-2.412697778,9.895730923
43:56.6,1.42E+12,7.658674,-4.005221,-2.065854,8.886216036,8.542043676,-4.327737392,-2.403162606,9.876665845
43:56.6,1.42E+12,6.5860043,-2.7900481,-1.5682887,7.322523505,8.505663322,-4.297712824,-2.383993468,9.827725535
43:56.6,1.42E+12,6.2493544,-3.6202216,-1.2915143,7.336787038,8.46048428,-4.286944216,-2.36004327,9.778623683
43:56.7,1.42E+12,6.952592,-5.20318,-2.75068,9.109218303,8.43656402,-4.306442676,-2.368644382,9.771426721
43:56.7,1.42E+12,10.781929,-5.1754875,-2.1561162,12.15255121,8.48838626,-4.327710452,-2.36604279,9.825559212
43:56.7,1.42E+12,9.131611,-3.6384838,-2.9867392,10.27353371,8.50992348,-4.32382154,-2.376006074,9.845812878
43:56.7,1.42E+12,9.043593,-4.0107594,-2.5197103,10.20890324,8.53525978,-4.334299748,-2.378496894,9.872933632
43:56.7,1.42E+12,9.749676,-4.7490244,-1.9443069,11.0177014,8.573295692,-4.353340156,-2.36843482,9.91218406
43:56.8,1.42E+12,9.20855,-4.41926,-2.6831703,10.56061811,8.587740652,-4.354136502,-2.371931546,9.925923812
43:56.8,1.42E+12,8.68973,-4.867129,-2.9777577,10.39554679,8.574957252,-4.367380962,-2.37648508,9.921917259
43:56.8,1.42E+12,8.543633,-4.9379315,-2.499652,10.17964108,8.567122532,-4.38310726,-2.375757596,9.922032152
43:56.8,1.42E+12,8.074958,-4.559818,-2.372117,9.572033533,8.571011452,-4.3904001,-2.378251406,9.92935015
43:56.9,1.42E+12,8.130043,-4.3213634,-2.1191432,9.447885939,8.577379202,-4.395947556,-2.374018206,9.936309555
43:56.9,1.42E+12,8.047266,-3.7742515,-1.4088702,8.999354405,8.583788882,-4.396208014,-2.35857033,9.938974436
43:56.9,1.42E+12,7.407047,-3.6121385,-1.9606229,8.470887318,8.576810394,-4.39422314,-2.348990254,9.929639584
